seed,tree_type,workload,n,queries,paint_count,query_count,centroid_build_ms,centroid_run_ms,naive_bfs_run_ms,lca_build_ms,lca_run_ms,speedup_vs_naive,speedup_vs_lca,centroid_memory_bytes,naive_memory_bytes,lca_memory_bytes,checksum
42,path,update_heavy,19400,50000,24929,25071,46.055,5.042,103.963,0.853,432.775,20.619,85.834,823296,97000,1339624,84041
42,path,update_heavy,19500,50000,24878,25122,45.21,8.888,117.096,1.072,447.396,13.174,50.336,274432,97500,1346524,112807
42,path,update_heavy,19600,50000,25050,24950,44.418,4.856,108.79,0.897,440.669,22.404,90.751,2344784,98000,1353424,141277
42,path,update_heavy,19700,50000,25162,24838,46.749,6.562,107.399,1.277,453.895,16.367,69.17,2358084,98500,1360324,149639
42,path,update_heavy,19800,50000,25152,24848,43.778,5.716,103.559,0.931,444.249,18.117,77.72,2371384,99000,1367224,99792
42,path,update_heavy,19900,50000,25137,24863,48.749,5.49,111.524,1.953,449.57,20.313,81.884,2384684,99500,1609728,108474
42,path,update_heavy,20000,50000,25082,24918,48.479,5.19,105.509,0.852,457.202,20.331,88.1,3334144,100000,1381024,87329
42,path,update_heavy,20100,50000,24995,25005,50.738,4.951,120.841,1.957,448.375,24.406,90.557,2411284,100500,1387924,95503
42,path,update_heavy,20200,50000,24941,25059,50.941,5.998,117.756,1.309,470.082,19.631,78.367,274432,101000,1394824,100967
42,path,update_heavy,20300,50000,24842,25158,49.38,5.31,108.759,1.19,457.717,20.483,86.205,2437884,101500,1401724,118425
42,path,update_heavy,20400,50000,24915,25085,56.279,5.626,110.633,1.116,446.641,19.664,79.387,2451184,102000,1408624,90887
42,path,update_heavy,20500,50000,25221,24779,51.004,5.4,110.442,0.947,458.048,20.451,84.817,548864,102500,1415524,91697
42,path,update_heavy,20600,50000,24891,25109,48.88,5.114,118.267,0.938,448.863,23.124,87.763,2477784,103000,1422424,114157
42,path,update_heavy,20700,50000,24879,25121,46.257,5.094,111.761,1.37,460.857,21.938,90.463,2491084,103500,1429324,86487
42,path,update_heavy,20800,50000,25005,24995,50.497,5.458,115.648,0.96,479.757,21.189,87.903,823296,104000,1436224,106078
42,path,update_heavy,20900,50000,24976,25024,49.043,5.889,120.705,0.975,474.333,20.495,80.54,2517684,104500,1443124,87462
42,path,update_heavy,21000,50000,24903,25097,52.328,7.115,111.109,1.315,494.547,15.616,69.506,2530984,105000,1450024,99362
42,path,update_heavy,21100,50000,25021,24979,52.23,5.016,115.566,1.275,498.061,23.038,99.289,274432,105500,1456924,86667
42,path,update_heavy,21200,50000,25063,24937,48.062,6.144,113.469,0.9,464.399,18.467,75.58,2557584,106000,1463824,107543
42,path,update_heavy,21300,50000,25183,24817,61.031,6.825,115.696,1.109,457.841,16.952,67.085,4009984,106500,1470724,103715
42,path,update_heavy,21400,50000,24901,25099,49.855,5.778,116.618,1.38,489.917,20.183,84.791,274432,107000,1477624,122835
42,path,update_heavy,21500,50000,24873,25127,67.811,5.184,117.368,0.926,464.047,22.643,89.524,2597484,107500,1484524,96332
42,path,update_heavy,21600,50000,24904,25096,48.152,5.114,113.553,1.389,504.454,22.205,98.646,2610784,108000,1491424,90697
42,path,update_heavy,21700,50000,25145,24855,61.567,5.322,116.824,0.971,481.223,21.951,90.421,2624084,108500,1498324,99234
42,path,update_heavy,21800,50000,25131,24869,55.045,6.542,123.155,0.963,461.239,18.824,70.501,274432,109000,1505224,122138
42,path,update_heavy,21900,50000,24905,25095,49.763,5.011,122.384,0.958,477.872,24.421,95.357,2650684,109500,1512124,119403
42,path,update_heavy,22000,50000,25112,24888,65.267,7.228,117.021,0.972,549.591,16.19,76.038,2663984,110000,1519024,100788
42,path,update_heavy,22100,50000,24960,25040,49.145,5.214,116.773,0.937,479.602,22.398,91.991,2677284,110500,1525924,165801
42,path,update_heavy,22200,50000,25056,24944,52.194,5.373,115.459,0.94,469.78,21.489,87.435,3354624,111000,1532824,108660
42,path,update_heavy,22300,50000,25103,24897,69.472,5.632,133.447,1.621,477.528,23.694,84.788,4276224,111500,1539724,143235
42,path,update_heavy,22400,50000,25143,24857,59.68,5.349,117.865,1.446,493.028,22.037,92.179,540672,112000,1546624,109415
42,path,update_heavy,22500,50000,25015,24985,51.631,6.191,120.46,1.418,483.618,19.459,78.123,2730484,112500,1553524,101675
42,path,update_heavy,22600,50000,24899,25101,52.809,5.6,121.868,1.213,492.955,21.761,88.024,1368064,113000,1560424,99929
42,path,update_heavy,22700,50000,25164,24836,54.366,6.275,120.682,1.083,493.11,19.233,78.584,2757084,113500,1567324,100432
42,path,update_heavy,22800,50000,25019,24981,56.634,5.447,126.217,1.038,480.514,23.17,88.21,274432,114000,1574224,127843
42,path,update_heavy,22900,50000,25102,24898,62.72,6.146,121.476,1.429,495.573,19.764,80.63,274432,114500,1581124,101089
42,path,update_heavy,23000,50000,24826,25174,54.592,4.817,119.201,1.367,487.621,24.745,101.225,2796984,115000,1588024,129186
42,path,update_heavy,23100,50000,24795,25205,54.636,5.626,127.309,1.649,506.068,22.629,89.953,274432,115500,1594924,112000
42,path,update_heavy,23200,50000,25199,24801,63.395,5.396,127.136,1.351,488.327,23.562,90.5,2823584,116000,1601824,109016
42,path,update_heavy,23300,50000,24939,25061,65.503,7.285,124.675,1.068,486.506,17.115,66.785,2836884,116500,1608724,99794
42,path,update_heavy,23400,50000,24924,25076,53.454,6.145,118.287,0.908,547.559,19.248,89.101,2850184,117000,1615624,114010
42,path,update_heavy,23500,50000,25114,24886,52.225,5.24,129.134,1.538,490.09,24.645,93.532,2863484,117500,1622524,117795
42,path,update_heavy,23600,50000,25120,24880,60.149,8.158,133.708,1.159,505.641,16.39,61.982,2876784,118000,1629424,145069
42,path,update_heavy,23700,50000,24954,25046,139.385,6.162,125.435,1.029,522.982,20.357,84.875,2890084,118500,1636324,99663
42,path,update_heavy,23800,50000,24791,25209,67.581,5.51,135.374,1.235,499.715,24.571,90.699,4726784,119000,1643224,116929
42,path,update_heavy,23900,50000,25164,24836,68.72,6.504,128.7,1.548,506.105,19.788,77.816,274432,119500,1650124,130280
42,path,update_heavy,24000,50000,24885,25115,54.667,6.853,133.139,1.029,512.889,19.428,74.844,2929984,120000,1657024,104784
42,path,update_heavy,24100,50000,25009,24991,56.163,5.745,130.845,1.458,518.671,22.777,90.288,274432,120500,1663924,156775
42,path,update_heavy,24200,50000,25101,24899,60.508,5.367,135.706,1.441,519.355,25.287,96.774,856064,121000,1670824,134320
42,path,update_heavy,24300,50000,24931,25069,54.401,6.39,133.04,2.305,509.299,20.819,79.697,2969884,121500,1638400,172339
42,path,update_heavy,24400,50000,24960,25040,58.372,5.361,126.798,1.777,520.529,23.65,97.088,4231168,122000,1684624,99504
42,path,update_heavy,24500,50000,25084,24916,68.958,5.679,141.038,0.88,518.035,24.834,91.216,1372160,122500,1691524,147825
42,path,update_heavy,24600,50000,24817,25183,58.645,6.275,135.359,1.261,517.601,21.572,82.492,1372160,123000,1698424,157516
42,path,update_heavy,24700,50000,25113,24887,65.885,5.459,129.252,1.19,526.145,23.675,96.374,274432,123500,1705324,121281
42,path,update_heavy,24800,50000,24934,25066,63.575,6.23,231.327,1.388,538.743,37.131,86.474,598016,124000,1712224,119056
42,path,update_heavy,24900,50000,24913,25087,60.248,5.388,130.214,1.251,526.711,24.166,97.749,598016,124500,1719124,99163
42,path,update_heavy,25000,50000,24792,25208,58.581,5.912,142.803,1.046,540.19,24.156,91.375,1425408,125000,1726024,108219
42,path,update_heavy,25100,50000,25035,24965,72.309,8.067,143.662,1.692,519.333,17.809,64.381,3076284,125500,1732924,133996
42,path,update_heavy,25200,50000,24927,25073,57.866,5.718,134.315,1.1,524.231,23.488,91.674,3089584,126000,1739824,135769
42,path,update_heavy,25300,50000,25095,24905,58.379,5.292,139.033,1.568,516.381,26.27,97.57,3102884,126500,1746724,109624
42,path,update_heavy,25400,50000,25223,24777,61.998,5.574,135.609,1.231,535.416,24.329,96.058,3116184,127000,1753624,112963
42,path,update_heavy,25500,50000,24964,25036,56.794,5.416,168.937,1.305,535.861,31.193,98.942,3129484,127500,1760524,125080
42,path,update_heavy,25600,50000,24699,25301,56.526,5.366,145.719,1.33,526.03,27.154,98.025,274432,128000,1767424,161011
42,path,update_heavy,25700,50000,24891,25109,61.645,6.785,139.791,1.574,527.218,20.604,77.707,618496,128500,1774324,125471
42,path,update_heavy,25800,50000,25253,24747,59.515,5.467,133.249,1.58,555.461,24.374,101.604,3169384,129000,1781224,104715
42,path,update_heavy,25900,50000,25224,24776,71.15,8.469,136.224,1.573,518.658,16.085,61.241,3182684,129500,1788124,134335
42,path,update_heavy,26000,50000,25124,24876,60.081,5.417,145.869,1.727,537.244,26.93,99.187,3195984,130000,1795024,98635
42,path,update_heavy,26100,50000,25188,24812,63.883,5.56,138.408,1.109,555.069,24.895,99.84,548864,130500,1801924,156753
42,path,update_heavy,26200,50000,25033,24967,77.076,5.772,138.772,1.252,522.52,24.042,90.527,3222584,131000,1808824,137180
42,path,update_heavy,26300,50000,25037,24963,60.188,5.617,152.222,1.666,538.85,27.103,95.941,1183744,131500,1815724,161346
42,path,update_heavy,26400,50000,25029,24971,72.605,5.743,145.847,1.679,557.689,25.396,97.111,1458176,132000,1822624,116510
42,path,update_heavy,26500,50000,24912,25088,62.902,5.931,139.294,0.707,527.549,23.484,88.942,4403200,132500,1829524,137083
42,path,update_heavy,26600,50000,25019,24981,71.02,7.331,148.367,1.759,542.117,20.239,73.953,274432,133000,1836424,167941
42,path,update_heavy,26700,50000,25111,24889,63.137,5.687,137.54,1.184,581.88,24.183,102.31,1191936,133500,1843324,175278
42,path,update_heavy,26800,50000,25060,24940,62.763,6.072,149.322,1.205,572.227,24.594,94.247,1470464,134000,1850224,156096
42,path,update_heavy,26900,50000,24959,25041,80.662,6.658,145.564,1.182,542.095,21.863,81.421,2195456,134500,1857124,115952
42,path,update_heavy,27000,50000,24820,25180,61.27,5.884,145.266,1.3,552.725,24.69,93.942,1097728,135000,1864024,196786
42,path,update_heavy,27100,50000,24929,25071,62.62,6.531,144.364,1.201,552.419,22.103,84.579,4878336,135500,1870924,160066
42,path,update_heavy,27200,50000,25021,24979,86.0,8.381,154.586,1.224,591.504,18.445,70.579,274432,136000,1877824,153281
42,path,update_heavy,27300,50000,24830,25170,75.594,8.98,157.794,1.11,579.621,17.571,64.544,1097728,136500,1884724,126105
42,path,update_heavy,27400,50000,24833,25167,65.856,5.813,146.174,1.219,614.077,25.147,105.64,274432,137000,1891624,140614
42,path,update_heavy,27500,50000,24985,25015,72.786,5.81,146.431,1.386,551.619,25.202,94.938,823296,137500,1898524,117053
42,path,update_heavy,27600,50000,24945,25055,77.221,5.902,143.749,1.367,562.706,24.358,95.348,3408784,138000,1905424,168390
42,path,update_heavy,27700,50000,24991,25009,65.925,5.879,152.837,2.063,564.775,25.996,96.063,274432,138500,1912324,132049
42,path,update_heavy,27800,50000,24812,25188,79.967,5.825,147.574,1.279,561.301,25.336,96.366,3435384,139000,1919224,140400
42,path,update_heavy,27900,50000,25084,24916,66.451,5.97,150.107,1.589,606.306,25.143,101.559,1376256,139500,1926124,127521
42,path,update_heavy,28000,50000,24974,25026,80.449,6.038,151.31,1.236,589.987,25.06,97.712,3461984,140000,1933024,124814
42,path,update_heavy,28100,50000,25014,24986,65.094,5.6,145.717,1.485,572.737,26.02,102.273,823296,140500,1939924,115234
42,path,update_heavy,28200,50000,24901,25099,62.901,5.733,149.094,1.252,569.052,26.005,99.254,3488584,141000,1946824,165924
42,path,update_heavy,28300,50000,25046,24954,66.047,6.871,145.441,1.294,570.285,21.168,83.002,274432,141500,1953724,120987
42,path,update_heavy,28400,50000,25031,24969,68.666,6.072,160.146,1.745,567.337,26.373,93.43,3515184,142000,1960624,154853
42,path,update_heavy,28500,50000,24982,25018,68.731,5.629,151.716,2.536,572.904,26.951,101.772,3528484,114688,1974272,113794
42,path,update_heavy,28600,50000,24932,25068,66.811,7.376,148.613,1.207,559.797,20.149,75.896,4993024,143000,1974424,147463
42,path,update_heavy,28700,50000,24868,25132,79.601,7.395,153.86,1.344,553.597,20.805,74.857,696320,143500,1981324,129648
42,path,update_heavy,28800,50000,25023,24977,65.359,5.5,153.351,1.307,656.828,27.88,119.415,692224,144000,1988224,145978
42,path,update_heavy,28900,50000,25090,24910,66.404,5.65,153.0,1.292,573.178,27.079,101.446,696320,144500,1995124,154464
42,path,update_heavy,29000,50000,24984,25016,68.078,6.015,192.57,1.526,550.791,32.014,91.567,3594984,145000,2002024,149921
42,path,update_heavy,29100,50000,25247,24753,88.607,6.261,153.526,1.898,565.423,24.519,90.303,3608284,145500,2008924,124082
42,path,update_heavy,29200,50000,24981,25019,67.655,6.218,152.488,1.913,586.65,24.523,94.346,704512,146000,2015824,116300
42,path,update_heavy,29300,50000,25128,24872,68.076,5.895,152.165,1.331,591.105,25.814,100.277,708608,146500,2022724,142147
42,path,update_heavy,29400,50000,25182,24818,70.764,9.007,151.762,1.596,556.649,16.85,61.804,708608,147000,2029624,122117
42,path,update_heavy,29500,50000,25119,24881,71.898,11.712,114.075,0.712,537.245,9.74,45.87,3661484,147500,2036524,131457
42,path,update_heavy,29600,50000,25058,24942,67.603,7.769,145.462,1.359,578.532,18.723,74.465,3674784,148000,2043424,164371
42,path,update_heavy,29700,50000,25075,24925,61.068,5.994,146.045,1.357,589.86,24.365,98.408,3688084,148500,2050324,149628
42,path,update_heavy,29800,50000,24995,25005,72.751,10.433,152.851,0.695,505.909,14.651,48.491,5746688,149000,2057224,136025
42,path,update_heavy,29900,50000,25174,24826,72.351,6.334,148.135,1.373,537.556,23.387,84.867,1646592,149500,2064124,122409
42,path,update_heavy,30000,50000,24891,25109,65.015,5.666,150.81,1.808,548.535,26.617,96.812,548864,150000,2071024,140949
1051,random,read_heavy,300,50000,481,49519,0.214,0.496,9.28,0.011,11.095,18.724,22.388,18324,1500,13628,62135
1051,random,read_heavy,400,50000,491,49509,0.469,0.495,7.533,0.011,15.523,15.212,31.347,81920,2000,18128,68092
1051,random,read_heavy,500,50000,496,49504,0.356,0.646,7.703,0.019,15.918,11.915,24.622,36864,2500,16384,78742
1051,random,read_heavy,600,50000,538,49462,1.28,0.666,13.115,0.03,49.553,19.684,74.371,73728,3000,12288,86589
1051,random,read_heavy,700,50000,488,49512,1.539,1.605,25.744,0.07,30.091,16.045,18.754,163840,3500,16384,124008
1051,random,read_heavy,800,50000,469,49531,0.974,0.508,8.953,0.029,30.025,17.624,59.105,45056,4000,16384,131841
1051,random,read_heavy,900,50000,545,49455,0.609,0.462,12.265,0.049,25.886,26.531,55.994,61440,4500,20480,124471
1051,random,read_heavy,1000,50000,508,49492,0.824,0.833,13.164,0.041,32.486,15.812,39.023,65536,5000,16384,155809
1051,random,read_heavy,1100,50000,526,49474,1.686,1.43,19.57,0.057,49.918,13.687,34.913,77824,5500,28672,134317
1051,random,read_heavy,1200,50000,505,49495,1.127,0.575,15.359,0.055,38.564,26.73,67.115,114688,6000,40960,155694
1051,random,read_heavy,1300,50000,453,49547,1.314,0.601,22.494,0.075,34.934,37.421,58.117,163840,6500,69632,186108
1051,random,read_heavy,1400,50000,518,49482,1.11,0.588,13.371,0.066,41.716,22.732,70.921,212992,7000,77824,160729
1051,random,read_heavy,1500,50000,465,49535,1.773,1.283,15.376,0.053,49.353,11.983,38.461,299008,7500,45056,175571
1051,random,read_heavy,1600,50000,481,49519,2.135,0.731,21.325,0.059,46.656,29.169,63.815,176128,4096,65536,197927
1051,random,read_heavy,1700,50000,497,49503,2.243,0.688,27.886,0.055,52.472,40.537,76.279,110592,8500,28672,207535
1051,random,read_heavy,1800,50000,477,49523,2.135,0.793,23.351,0.151,57.93,29.435,73.024,155648,9000,86016,219279
1051,random,read_heavy,1900,50000,493,49507,1.561,0.578,24.654,0.072,63.949,42.668,110.677,274432,9500,81920,217464
1051,random,read_heavy,2000,50000,495,49505,2.8,0.729,24.286,0.071,60.072,33.3,82.37,266240,4096,77824,212075
1051,random,read_heavy,2100,50000,495,49505,1.846,0.676,22.012,0.145,65.451,32.548,96.778,315392,10500,114688,216654
1051,random,read_heavy,2200,50000,453,49547,3.87,1.318,25.381,0.079,68.094,19.254,51.657,233472,11000,86016,231432
1051,random,read_heavy,2300,50000,500,49500,2.824,0.665,31.397,0.1,89.352,47.185,134.283,524288,11500,90112,246019
1051,random,read_heavy,2400,50000,509,49491,4.421,1.242,60.455,0.109,62.239,48.683,50.12,249856,12000,131072,274951
1051,random,read_heavy,2500,50000,513,49487,2.747,0.681,29.852,0.083,79.9,43.836,117.327,319488,12500,131072,248853
1051,random,read_heavy,2600,50000,520,49480,3.015,0.604,26.469,0.13,68.772,43.816,113.841,364544,8192,155648,239627
1051,random,read_heavy,2700,50000,500,49500,2.344,0.647,27.521,0.092,69.383,42.51,107.171,401408,13500,131072,236223
1051,random,read_heavy,2800,50000,462,49538,3.092,0.532,36.897,0.15,78.169,69.355,146.934,430080,14000,147456,274514
1051,random,read_heavy,2900,50000,501,49499,3.106,0.57,27.806,0.198,84.337,48.799,148.012,491520,14500,122880,254336
1051,random,read_heavy,3000,50000,505,49495,3.098,0.767,33.986,0.083,71.335,44.311,93.005,397312,15000,110592,280720
1051,random,read_heavy,3100,50000,512,49488,3.997,1.015,35.943,0.119,78.764,35.426,77.63,368640,16384,122880,281499
1051,random,read_heavy,3200,50000,529,49471,3.671,0.749,34.339,0.101,79.417,45.829,105.988,356352,16000,147456,262216
1051,random,read_heavy,3300,50000,548,49452,2.643,0.6,34.053,0.16,84.987,56.793,141.739,307200,16500,188416,288498
1051,random,read_heavy,3400,50000,535,49465,4.383,0.602,34.678,0.149,78.139,57.634,129.863,479232,17000,172032,257387
1051,random,read_heavy,3500,50000,542,49458,3.383,0.598,40.165,0.118,104.488,67.187,174.788,520192,17500,204800,293868
1051,random,read_heavy,3600,50000,472,49528,4.398,0.78,32.546,0.114,81.913,41.704,104.963,561152,18000,188416,285184
1051,random,read_heavy,3700,50000,490,49510,7.334,1.618,87.111,0.421,304.865,53.836,188.409,307200,18500,167936,302215
1051,random,read_heavy,3800,50000,502,49498,11.756,2.57,137.098,0.536,317.45,53.346,123.522,315392,12288,172032,311617
1051,random,read_heavy,3900,50000,509,49491,10.449,2.209,129.855,0.419,291.211,58.79,131.841,286720,19500,180224,303155
1051,random,read_heavy,4000,50000,505,49495,15.561,3.564,143.19,0.591,305.022,40.171,85.572,462848,20000,167936,311955
1051,random,read_heavy,4100,50000,493,49507,11.528,1.464,117.79,0.499,308.467,80.436,210.644,602112,12288,249856,330062
1051,random,read_heavy,4200,50000,516,49484,11.99,2.149,152.931,0.542,324.68,71.157,151.07,585728,21000,327680,331311
1051,random,read_heavy,4300,50000,487,49513,13.408,2.773,160.972,0.498,308.573,58.039,111.257,647168,12288,327680,330215
1051,random,read_heavy,4400,50000,511,49489,11.552,1.395,179.299,0.257,334.475,128.493,239.698,724992,22000,270336,359528
1051,random,read_heavy,4500,50000,504,49496,20.376,2.508,174.199,0.523,380.13,69.449,151.549,749568,16384,266240,350009
1051,random,read_heavy,4600,50000,513,49487,13.236,2.304,142.408,0.618,355.123,61.817,154.153,774144,23000,270336,338900
1051,random,read_heavy,4700,50000,512,49488,19.683,2.795,151.57,0.879,346.034,54.221,123.787,655360,23500,249856,364189
1051,random,read_heavy,4800,50000,521,49479,13.474,2.19,137.37,0.586,347.796,62.717,158.789,499712,24000,290816,338025
1051,random,read_heavy,4900,50000,512,49488,13.375,2.347,212.158,0.546,349.017,90.38,148.682,684032,24500,212992,391803
1051,random,read_heavy,5000,50000,516,49484,17.498,2.409,169.156,0.572,345.203,70.23,143.321,540672,25000,294912,352937
1051,random,read_heavy,5100,50000,493,49507,17.788,1.976,216.815,0.854,333.19,109.724,168.619,737280,25500,356352,384899
1051,random,read_heavy,5200,50000,514,49486,15.203,2.342,163.682,0.607,373.327,69.89,159.405,806912,26000,344064,345032
1051,random,read_heavy,5300,50000,528,49472,15.515,1.722,178.285,0.586,348.127,103.522,202.141,901120,26500,311296,356170
1051,random,read_heavy,5400,50000,515,49485,16.544,2.359,194.336,0.692,395.785,82.395,167.805,966656,16384,307200,388382
1051,random,read_heavy,5500,50000,498,49502,11.795,1.912,218.936,0.339,377.549,114.482,197.422,503808,27500,335872,395306
1051,random,read_heavy,5600,50000,479,49521,16.127,2.808,220.061,0.623,405.804,78.366,144.512,778240,28000,389120,418552
1051,random,read_heavy,5700,50000,530,49470,15.7,2.343,167.075,0.646,398.55,71.32,170.131,962560,28500,327680,354103
1051,random,read_heavy,5800,50000,497,49503,17.735,2.388,183.88,0.682,416.241,76.995,174.291,950272,29000,344064,377835
1051,random,read_heavy,5900,50000,477,49523,17.88,1.883,193.523,0.691,456.008,102.746,242.107,782336,29500,389120,412559
1051,random,read_heavy,6000,50000,484,49516,17.044,2.402,236.5,1.25,435.048,98.447,181.097,868352,30000,352256,404051
1051,random,read_heavy,6100,50000,502,49498,17.307,2.363,254.172,0.707,422.413,107.577,178.784,741376,30500,323584,402029
1051,random,read_heavy,6200,50000,493,49507,24.712,2.337,288.912,0.49,411.065,123.609,175.872,1028096,31000,335872,464213
1051,random,read_heavy,6300,50000,519,49481,18.51,2.535,213.423,0.911,398.979,84.2,157.407,884736,31500,356352,418046
1051,random,read_heavy,6400,50000,489,49511,16.754,2.389,254.625,0.735,375.376,106.573,157.114,983040,32000,389120,425577
1051,random,read_heavy,6500,50000,501,49499,20.541,3.442,275.696,0.971,457.534,80.086,132.907,860160,32500,364544,444008
1051,random,read_heavy,6600,50000,512,49488,20.445,3.676,237.326,0.734,423.761,64.558,115.271,942080,33000,290816,440042
1051,random,read_heavy,6700,50000,461,49539,29.869,2.409,252.942,1.013,514.387,105.016,213.563,892928,20480,356352,432072
1051,random,read_heavy,6800,50000,515,49485,21.696,2.738,267.424,0.729,442.948,97.661,161.76,1245184,34000,335872,428431
1051,random,read_heavy,6900,50000,475,49525,17.22,2.407,258.016,0.786,446.724,107.176,185.563,1245184,34500,413696,455324
1051,random,read_heavy,7000,50000,504,49496,19.338,2.439,223.38,0.817,435.985,91.575,178.734,921600,35000,417792,442929
1051,random,read_heavy,7100,50000,503,49497,21.589,2.728,281.273,0.806,461.163,103.091,169.023,851968,35500,356352,445148
1051,random,read_heavy,7200,50000,504,49496,21.824,2.491,233.719,0.863,434.626,93.825,174.479,671744,36000,458752,443419
1051,random,read_heavy,7300,50000,490,49510,27.143,3.12,284.562,1.155,397.679,91.197,127.449,929792,36500,438272,454214
1051,random,read_heavy,7400,50000,454,49546,37.036,1.403,355.405,1.55,506.992,253.372,361.44,872448,37000,405504,514027
1051,random,read_heavy,7500,50000,486,49514,24.689,2.712,237.03,0.885,481.921,87.388,177.673,962560,37500,466944,463501
1051,random,read_heavy,7600,50000,520,49480,21.984,2.511,360.201,0.915,528.5,143.444,210.465,1101824,38000,466944,526821
1051,random,read_heavy,7700,50000,517,49483,23.882,3.505,314.734,0.856,464.608,89.798,132.56,1085440,38500,401408,501756
1051,random,read_heavy,7800,50000,512,49488,28.071,3.168,322.684,0.637,514.014,101.854,162.247,1032192,39000,483328,446810
1051,random,read_heavy,7900,50000,491,49509,28.945,2.805,300.201,0.969,503.975,107.031,179.683,966656,39500,380928,479540
1051,random,read_heavy,8000,50000,477,49523,29.011,2.564,369.068,0.919,512.821,143.948,200.016,1003520,40000,516096,518798
1051,random,read_heavy,8100,50000,478,49522,27.728,2.557,351.171,0.923,505.954,137.364,197.909,905216,28672,462848,515638
1051,random,read_heavy,8200,50000,491,49509,23.708,2.676,255.161,0.996,529.42,95.352,197.84,1003520,41000,536576,463420
1051,random,read_heavy,8300,50000,501,49499,24.844,2.434,276.781,1.304,527.787,113.705,216.821,1122304,41500,589824,495101
1051,random,read_heavy,8400,50000,506,49494,31.793,3.596,380.196,1.052,550.111,105.719,152.966,1253376,42000,536576,521454
1051,random,read_heavy,8500,50000,493,49507,25.072,2.576,372.791,1.259,486.787,144.739,189.0,1232896,42500,548864,530512
1051,random,read_heavy,8600,50000,523,49477,31.239,3.525,294.239,1.046,494.363,83.463,140.229,1388544,43000,536576,503317
1051,random,read_heavy,8700,50000,503,49497,26.04,2.493,292.325,1.456,478.32,117.249,191.85,962560,43500,557056,471793
1051,random,read_heavy,8800,50000,486,49514,36.88,2.679,296.11,1.043,530.824,110.526,198.135,1155072,44000,647168,498248
1051,random,read_heavy,8900,50000,517,49483,24.361,1.915,269.952,1.071,490.574,140.989,256.214,946176,32768,593920,489178
1051,random,read_heavy,9000,50000,485,49515,33.036,3.084,277.053,0.498,534.719,89.841,173.396,1351680,45000,737280,479663
1051,random,read_heavy,9100,50000,516,49484,39.501,3.674,262.523,0.992,547.537,71.462,149.046,1028096,32768,520192,489224
1051,random,read_heavy,9200,50000,459,49541,25.734,4.042,297.328,1.09,511.033,73.554,126.421,1228800,32768,532480,565188
1051,random,read_heavy,9300,50000,469,49531,27.042,2.568,486.673,1.759,512.135,189.514,199.43,1269760,46500,598016,642070
1051,random,read_heavy,9400,50000,528,49472,27.974,2.514,285.97,1.139,523.681,113.728,208.264,1286144,47000,475136,507274
1051,random,read_heavy,9500,50000,499,49501,25.092,2.498,330.352,0.578,514.238,132.273,205.901,1269760,47500,884736,520605
1051,random,read_heavy,9600,50000,529,49471,29.533,2.976,287.319,1.653,546.431,96.549,183.619,1396736,48000,638976,512414
1051,random,read_heavy,9700,50000,481,49519,31.425,2.623,341.504,1.116,542.834,130.211,206.975,1425408,48500,573440,573477
1051,random,read_heavy,9800,50000,489,49511,30.859,2.714,324.934,1.158,579.274,119.716,213.424,1720320,49000,651264,519157
1051,random,read_heavy,9900,50000,503,49497,39.626,2.697,314.208,1.227,623.594,116.516,231.243,1589248,49500,626688,513815
1051,random,read_heavy,10000,50000,507,49493,37.782,3.207,257.534,1.209,549.167,80.299,171.23,1441792,50000,712704,497764
1051,random,read_heavy,10100,50000,483,49517,32.668,3.073,328.727,1.899,279.773,106.987,91.054,1388544,50500,593920,599935
1051,random,read_heavy,10200,50000,516,49484,20.872,1.597,152.835,0.531,258.865,95.689,162.074,1175552,51000,917504,517542
1051,random,read_heavy,10300,50000,516,49484,12.235,0.937,151.546,0.375,383.815,161.718,409.577,1458176,51500,671744,520319
1051,random,read_heavy,10400,50000,494,49506,37.45,2.849,446.938,1.288,656.916,156.848,230.537,1544192,52000,688128,523118
1051,random,read_heavy,10500,50000,512,49488,42.783,2.716,401.711,1.561,652.178,147.878,240.08,1671168,52500,671744,573458
1051,random,read_heavy,10600,50000,520,49480,33.068,2.763,342.197,1.302,645.58,123.845,233.643,1675264,53000,643072,518242
1051,random,read_heavy,10700,50000,509,49491,36.089,3.382,383.042,1.139,604.091,113.256,178.614,1630208,53500,671744,600243
1051,random,read_heavy,10800,50000,483,49517,42.429,2.702,372.704,1.191,559.656,137.916,207.096,1359872,54000,638976,571620
1051,random,read_heavy,10900,50000,473,49527,37.209,2.966,410.608,0.966,584.271,138.443,196.996,1699840,54500,688128,586450
1051,random,read_heavy,11000,50000,506,49494,50.564,2.894,514.713,1.981,641.618,177.825,221.668,1478656,55000,692224,589417
1051,random,read_heavy,11100,50000,517,49483,42.036,3.633,394.325,1.591,596.167,108.549,164.111,1585152,55500,671744,555076
1051,random,read_heavy,11200,50000,537,49463,39.593,2.792,362.605,1.34,773.908,129.864,277.168,1380352,56000,659456,508923
1051,random,read_heavy,11300,50000,485,49515,38.921,4.172,453.181,1.279,596.856,108.614,143.049,1519616,56500,735012,620017
1051,random,read_heavy,11400,50000,467,49533,26.583,3.81,382.736,1.524,641.324,100.448,168.313,1253376,57000,790528,564929
1051,random,read_heavy,11500,50000,506,49494,41.575,3.481,527.734,1.383,626.436,151.626,179.985,1662976,57500,729088,610592
