seed,tree_type,workload,n,queries,paint_count,query_count,centroid_build_ms,centroid_run_ms,naive_bfs_run_ms,lca_build_ms,lca_run_ms,speedup_vs_naive,speedup_vs_lca,centroid_memory_bytes,naive_memory_bytes,lca_memory_bytes,checksum
1051,random,update_heavy,5600,50000,25126,24874,15.697,2.632,18.667,0.416,242.167,7.093,92.019,464400,28000,342112,12734
1051,random,update_heavy,5700,50000,25043,24957,17.839,2.902,19.472,0.433,217.652,6.711,75.011,478628,28500,348212,12067
1051,random,update_heavy,5800,50000,25032,24968,16.914,2.941,19.012,0.464,224.8,6.464,76.437,482600,29000,354312,12129
1051,random,update_heavy,5900,50000,24877,25123,19.397,3.17,18.554,0.434,227.168,5.854,71.671,497628,29500,360412,12673
1051,random,update_heavy,6000,50000,25105,24895,16.749,3.161,19.922,0.461,237.869,6.302,75.249,497888,30000,366512,12824
1051,random,update_heavy,6100,50000,24916,25084,16.459,2.664,28.53,0.64,236.0,10.708,88.575,511028,30500,372612,13472
1051,random,update_heavy,6200,50000,25011,24989,18.271,2.871,20.097,0.471,242.385,7.0,84.425,815104,31000,378712,12756
1051,random,update_heavy,6300,50000,25196,24804,18.718,2.686,20.253,0.523,231.54,7.541,86.215,151552,31500,384812,13859
1051,random,update_heavy,6400,50000,25071,24929,18.448,2.926,19.201,0.571,265.8,6.563,90.85,533056,32000,390912,13259
1051,random,update_heavy,6500,50000,24901,25099,21.663,3.585,26.601,0.567,243.361,7.421,67.891,540828,32500,397012,14381
1051,random,update_heavy,6600,50000,24954,25046,18.668,3.032,21.497,0.503,256.742,7.09,84.68,585320,33000,403112,14897
1051,random,update_heavy,6700,50000,25102,24898,19.359,3.041,23.337,0.534,254.542,7.675,83.714,36864,33500,409212,15099
1051,random,update_heavy,6800,50000,25019,24981,25.381,3.032,26.405,0.541,254.04,8.708,83.783,592896,34000,415312,15064
1051,random,update_heavy,6900,50000,24942,25058,17.605,2.836,17.594,0.171,266.867,6.204,94.096,606868,34500,421412,15213
1051,random,update_heavy,7000,50000,25123,24877,19.8,2.88,21.033,0.553,240.427,7.304,83.49,172032,35000,427512,14552
1051,random,update_heavy,7100,50000,24954,25046,19.921,3.017,19.824,0.533,290.025,6.57,96.121,644468,35500,433612,15586
1051,random,update_heavy,7200,50000,24913,25087,23.307,3.082,24.617,0.728,289.002,7.989,93.783,618056,36000,439712,15200
1051,random,update_heavy,7300,50000,25046,24954,21.232,2.974,22.214,0.632,266.056,7.469,89.455,624524,36500,445812,15818
1051,random,update_heavy,7400,50000,24998,25002,20.307,2.86,20.821,0.567,260.469,7.279,91.067,135168,37000,451912,16112
1051,random,update_heavy,7500,50000,24817,25183,26.537,3.253,30.433,0.965,301.656,9.355,92.729,649588,37500,458012,16777
1051,random,update_heavy,7600,50000,24962,25038,22.402,2.967,23.829,0.599,269.098,8.033,90.709,654848,38000,464112,16032
1051,random,update_heavy,7700,50000,24886,25114,29.073,3.451,24.039,0.601,289.956,6.967,84.031,687356,38500,470212,16024
1051,random,update_heavy,7800,50000,24893,25107,20.278,3.129,25.964,0.593,309.674,8.297,98.96,684872,39000,476312,16367
1051,random,update_heavy,7900,50000,25006,24994,34.518,4.169,22.939,0.636,282.321,5.502,67.716,692548,39500,482412,16786
1051,random,update_heavy,8000,50000,25123,24877,24.354,3.092,24.345,0.591,292.204,7.872,94.488,192512,40000,488512,16674
1051,random,update_heavy,8100,50000,24964,25036,22.961,4.377,27.618,0.68,308.289,6.31,70.437,702908,40500,494612,16905
1051,random,update_heavy,8200,50000,25043,24957,24.626,3.2,22.328,0.719,297.81,6.977,93.06,733944,41000,533512,17279
1051,random,update_heavy,8300,50000,25150,24850,23.612,3.299,23.538,0.64,292.335,7.135,88.616,721820,41500,540012,17253
1051,random,update_heavy,8400,50000,24908,25092,25.389,2.675,23.967,0.665,312.646,8.961,116.899,722656,42000,546512,17928
1051,random,update_heavy,8500,50000,25137,24863,24.614,3.167,23.801,0.275,306.089,7.514,96.634,204800,42500,553012,18914
1051,random,update_heavy,8600,50000,25182,24818,28.703,1.541,14.484,0.673,289.242,9.401,187.746,727240,43000,559512,18207
1051,random,update_heavy,8700,50000,24984,25016,26.974,2.436,23.752,0.699,328.076,9.752,134.7,770628,43500,566012,17865
1051,random,update_heavy,8800,50000,24928,25072,25.028,3.155,24.078,0.715,321.868,7.632,102.022,758976,44000,572512,18915
1051,random,update_heavy,8900,50000,25001,24999,26.302,3.156,25.126,0.604,311.29,7.962,98.647,772108,44500,579012,19263
1051,random,update_heavy,9000,50000,25079,24921,26.997,3.504,25.311,1.164,304.512,7.224,86.907,217088,45000,552960,18670
1051,random,update_heavy,9100,50000,25019,24981,26.216,1.45,23.657,0.778,314.159,16.318,216.706,1081344,45500,592012,18519
1051,random,update_heavy,9200,50000,25062,24938,23.669,2.783,24.207,0.767,313.049,8.697,112.47,787840,46000,598512,19198
1051,random,update_heavy,9300,50000,25276,24724,33.751,3.195,26.278,0.749,339.916,8.224,106.387,1662976,46500,605012,20243
1051,random,update_heavy,9400,50000,24964,25036,27.682,3.221,27.504,0.759,323.348,8.539,100.384,229376,47000,611512,19956
1051,random,update_heavy,9500,50000,24870,25130,29.31,4.722,33.527,0.769,349.176,7.101,73.953,860020,47500,618012,20109
1051,random,update_heavy,9600,50000,25004,24996,28.272,3.286,28.9,0.779,337.979,8.794,102.845,233472,48000,624512,20809
1051,random,update_heavy,9700,50000,25034,24966,29.806,3.392,27.28,0.411,320.299,8.042,94.417,842076,48500,631012,19803
1051,random,update_heavy,9800,50000,25096,24904,28.178,3.647,28.386,0.764,357.68,7.784,98.08,860600,49000,637512,20317
1051,random,update_heavy,9900,50000,24988,25012,36.231,3.3,33.942,0.589,341.639,10.285,103.524,241664,49500,644012,21131
1051,random,update_heavy,10000,50000,24800,25200,30.968,4.382,44.602,1.159,352.632,10.179,80.475,241664,50000,650512,21381
1051,random,update_heavy,10100,50000,24884,25116,31.72,3.286,29.473,0.791,364.067,8.969,110.79,880180,50500,657012,21908
1051,random,update_heavy,10200,50000,24882,25118,31.203,3.303,33.334,0.875,348.81,10.093,105.617,898888,51000,663512,22555
1051,random,update_heavy,10300,50000,24921,25079,33.362,3.308,31.992,0.824,351.199,9.673,106.182,886612,51500,670012,21885
1051,random,update_heavy,10400,50000,24885,25115,29.392,2.996,32.866,0.885,348.431,10.969,116.287,913480,52000,676512,21787
1051,random,update_heavy,10500,50000,25058,24942,38.647,4.176,31.857,0.844,361.096,7.628,86.459,926500,52500,683012,22045
1051,random,update_heavy,10600,50000,24893,25107,32.19,3.335,30.606,0.888,352.493,9.177,105.695,944256,53000,689512,22316
1051,random,update_heavy,10700,50000,25074,24926,37.166,4.51,45.647,0.907,370.905,10.121,82.241,948068,53500,696012,21334
1051,random,update_heavy,10800,50000,24848,25152,33.131,3.36,34.699,0.893,374.189,10.328,111.376,959192,54000,702512,22893
1051,random,update_heavy,10900,50000,24980,25020,33.767,3.51,33.427,0.923,365.552,9.522,104.134,966276,54500,709012,21298
1051,random,update_heavy,11000,50000,24919,25081,33.361,3.345,34.726,0.893,356.403,10.383,106.564,970368,55000,715512,22460
1051,random,update_heavy,11100,50000,24891,25109,31.883,3.465,37.673,0.694,368.188,10.874,106.268,972372,55500,722012,24299
1051,random,update_heavy,11200,50000,24803,25197,33.808,4.659,45.669,1.251,405.076,9.803,86.952,1007040,56000,728512,23493
1051,random,update_heavy,11300,50000,24969,25031,31.771,3.395,38.15,1.028,372.049,11.236,109.578,990436,56500,735012,23613
1051,random,update_heavy,11400,50000,24813,25187,36.776,4.753,53.139,0.631,388.267,11.179,81.68,1048432,57000,741512,24602
1051,random,update_heavy,11500,50000,25143,24857,34.374,3.94,40.593,0.959,363.102,10.304,92.167,278528,57500,748012,23114
1051,random,update_heavy,11600,50000,25097,24903,34.989,3.395,42.089,0.936,389.366,12.396,114.678,1025120,58000,754512,23738
1051,random,update_heavy,11700,50000,24951,25049,34.897,4.005,44.029,2.09,357.167,10.992,89.169,1086028,58500,737280,22944
1051,random,update_heavy,11800,50000,24861,25139,36.961,3.432,43.248,1.152,401.01,12.6,116.834,1216512,59000,767512,24107
1051,random,update_heavy,11900,50000,24825,25175,39.983,5.101,60.501,0.824,377.925,11.862,74.094,135168,59500,774012,24296
1051,random,update_heavy,12000,50000,25091,24909,40.806,4.042,45.338,1.014,367.31,11.216,90.871,1084752,60000,780512,24825
1051,random,update_heavy,12100,50000,25084,24916,37.314,3.802,58.599,1.469,423.027,15.412,111.261,1104612,60500,787012,25973
1051,random,update_heavy,12200,50000,25171,24829,38.166,3.728,51.795,0.984,396.586,13.892,106.369,294912,61000,793512,23610
1051,random,update_heavy,12300,50000,24938,25062,39.729,3.959,55.255,0.981,417.168,13.955,105.359,1109948,61500,800012,25461
1051,random,update_heavy,12400,50000,25022,24978,39.078,3.347,56.161,1.029,401.449,16.779,119.936,1122160,62000,806512,25857
1051,random,update_heavy,12500,50000,24794,25206,45.661,3.981,58.073,1.02,413.858,14.588,103.963,1160532,62500,813012,25872
1051,random,update_heavy,12600,50000,24908,25092,37.907,3.631,58.152,1.042,418.402,16.016,115.234,303104,63000,819512,25494
1051,random,update_heavy,12700,50000,24933,25067,40.401,3.732,57.007,1.032,434.235,15.276,116.358,1194700,63500,826012,25606
1051,random,update_heavy,12800,50000,24955,25045,38.414,3.547,59.155,0.983,394.572,16.675,111.226,1149824,64000,832512,24781
1051,random,update_heavy,12900,50000,24995,25005,38.097,3.713,58.588,1.067,412.234,15.779,111.022,1203140,64500,839012,25191
1051,random,update_heavy,13000,50000,25028,24972,44.003,4.753,65.887,1.067,417.478,13.863,87.837,315392,65000,845512,27229
1051,random,update_heavy,13100,50000,25007,24993,39.749,4.371,64.269,1.19,401.788,14.703,91.919,1152428,65500,852012,26483
1051,random,update_heavy,13200,50000,24898,25102,49.322,5.403,78.789,1.077,445.074,14.583,82.378,319488,66000,858512,27482
1051,random,update_heavy,13300,50000,24900,25100,48.55,5.09,75.503,1.113,436.658,14.834,85.787,319488,66500,865012,26956
1051,random,update_heavy,13400,50000,24777,25223,47.359,3.779,77.844,0.824,418.684,20.599,110.792,1233304,67000,871512,27440
1051,random,update_heavy,13500,50000,24933,25067,39.342,3.685,82.094,1.517,451.509,22.277,122.519,1200284,67500,878012,29742
1051,random,update_heavy,13600,50000,25225,24775,54.203,5.086,77.389,1.132,453.114,15.216,89.087,1205832,68000,884512,27162
1051,random,update_heavy,13700,50000,25086,24914,41.237,3.259,75.693,1.637,443.853,23.229,136.214,1243868,68500,891012,27082
1051,random,update_heavy,13800,50000,25069,24931,46.444,4.862,71.315,1.135,436.139,14.668,89.706,331776,69000,897512,28353
1051,random,update_heavy,13900,50000,25000,25000,42.624,4.348,75.697,1.137,452.807,17.412,104.153,1296068,69500,904012,28366
1051,random,update_heavy,14000,50000,25000,25000,45.26,3.755,71.791,1.242,427.312,19.118,113.792,1262440,70000,910512,27693
1051,random,update_heavy,14100,50000,25095,24905,43.37,3.681,76.386,1.102,479.697,20.75,130.31,1278852,70500,917012,26465
1051,random,update_heavy,14200,50000,25014,24986,43.139,3.686,89.558,0.707,439.998,24.295,119.36,1292800,71000,923512,28727
1051,random,update_heavy,14300,50000,24905,25095,43.165,3.364,76.601,1.279,463.328,22.773,137.744,1630208,71500,930012,28808
1051,random,update_heavy,14400,50000,24986,25014,44.982,3.788,80.215,1.18,426.938,21.175,112.702,1286664,72000,936512,28219
1051,random,update_heavy,14500,50000,25224,24776,44.76,3.819,78.407,1.28,477.521,20.532,125.045,348160,72500,943012,27996
1051,random,update_heavy,14600,50000,25006,24994,51.786,3.77,80.463,1.199,446.315,21.344,118.392,1313032,73000,949512,28770
1051,random,update_heavy,14700,50000,24895,25105,44.67,4.004,82.629,1.426,488.889,20.637,122.103,274432,73500,956012,28900
1051,random,update_heavy,14800,50000,24989,25011,45.245,2.735,58.087,1.183,460.647,21.237,168.414,1329648,74000,962512,28507
1051,random,update_heavy,14900,50000,24932,25068,50.013,2.472,82.467,1.239,467.354,33.358,189.044,1350172,74500,969012,29330
1051,random,update_heavy,15000,50000,25149,24851,47.545,4.213,76.986,0.779,472.403,18.275,112.14,1395392,75000,975512,31582
1051,random,update_heavy,15100,50000,25025,24975,50.49,4.921,92.381,1.26,482.998,18.772,98.146,1371756,75500,982012,29154
1051,random,update_heavy,15200,50000,24935,25065,49.071,4.08,88.091,0.626,494.649,21.592,121.241,368640,76000,988512,32126
1051,random,update_heavy,15300,50000,24919,25081,50.279,3.866,86.483,1.227,475.227,22.371,122.931,1446164,76500,995012,32960
1051,random,update_heavy,15400,50000,24848,25152,48.619,3.837,86.748,1.359,481.72,22.608,125.546,372736,77000,1001512,28977
1051,random,update_heavy,15500,50000,24970,25030,48.747,3.931,89.124,1.734,495.16,22.673,125.966,1451676,77500,1008012,32929
1051,random,update_heavy,15600,50000,24998,25002,48.568,3.854,93.843,1.645,513.651,24.35,133.281,1415360,78000,1014512,31935
1051,random,update_heavy,15700,50000,25168,24832,50.822,4.292,82.396,1.031,502.593,19.196,117.089,1517212,78500,1021012,29787
1051,random,update_heavy,15800,50000,24963,25037,54.775,5.918,89.478,1.333,492.617,15.118,83.233,1427176,79000,1027512,30707
1051,random,update_heavy,15900,50000,25050,24950,50.708,4.159,87.538,1.391,508.561,21.047,122.277,1489524,79500,1034012,30839
1051,random,update_heavy,16000,50000,25102,24898,51.802,3.77,85.75,1.344,536.308,22.744,142.249,1477512,80000,1040512,30239
1051,random,update_heavy,16100,50000,25021,24979,49.819,2.041,90.608,2.02,512.757,44.387,251.192,1461308,80500,1047012,31997
1051,random,update_heavy,16200,50000,25058,24942,50.553,3.819,90.024,1.503,484.846,23.573,126.956,1461344,81000,1053512,32240
1051,random,update_heavy,16300,50000,25072,24928,61.581,5.787,92.07,1.024,515.484,15.909,89.072,1520508,81500,1060012,32470
1051,random,update_heavy,16400,50000,25107,24893,51.412,4.153,86.603,1.369,516.56,20.853,124.379,1512544,82000,1132112,33026
1051,random,update_heavy,16500,50000,25051,24949,47.72,3.833,89.03,1.393,447.57,23.225,116.758,1488932,82500,1139012,31653
1051,random,update_heavy,16600,50000,25120,24880,65.43,4.218,90.009,1.428,550.625,21.337,130.526,1581248,83000,1145912,32141
1051,random,update_heavy,16700,50000,25024,24976,54.567,4.639,89.897,1.748,536.583,19.377,115.66,2064384,83500,655360,33132
1051,random,update_heavy,16800,50000,25036,24964,55.116,4.156,95.693,1.613,521.92,23.026,125.588,1577600,84000,1160224,32299
1051,random,update_heavy,16900,50000,24999,25001,53.89,3.974,90.446,1.936,555.714,22.757,139.82,1555676,84500,1167124,30741
1051,random,update_heavy,17000,50000,24914,25086,56.537,4.064,97.849,1.455,511.043,24.08,125.764,1588864,85000,1174024,34475
1051,random,update_heavy,17100,50000,24969,25031,53.363,4.728,109.427,1.442,537.346,23.143,113.645,413696,85500,1180924,33716
1051,random,update_heavy,17200,50000,25163,24837,55.837,4.054,84.194,0.845,536.106,20.769,132.248,1667264,86000,1187824,33509
1051,random,update_heavy,17300,50000,25104,24896,57.583,4.062,96.829,1.492,541.343,23.835,133.257,1617532,86500,1194724,33289
1051,random,update_heavy,17400,50000,25172,24828,58.443,4.096,90.74,1.458,533.82,22.154,130.334,1651592,87000,1201624,32893
1051,random,update_heavy,17500,50000,24854,25146,52.933,3.787,92.576,1.448,559.591,24.448,147.782,421888,87500,1208524,33821
1051,random,update_heavy,17600,50000,24969,25031,66.604,4.71,90.197,1.439,532.522,19.149,113.057,1620456,88000,1215424,33901
1051,random,update_heavy,17700,50000,25060,24940,60.567,4.569,96.6,2.098,531.281,21.144,116.287,1679748,88500,1222324,34218
1051,random,update_heavy,17800,50000,24952,25048,56.469,4.829,104.235,1.593,563.342,21.585,116.656,1667592,89000,1229224,33507
1051,random,update_heavy,17900,50000,24897,25103,70.238,4.804,105.57,1.851,541.422,21.974,112.693,1687468,89500,1236124,34592
1051,random,update_heavy,18000,50000,25003,24997,59.564,4.101,99.812,1.569,604.026,24.337,147.28,1723648,90000,1243024,34987
1051,random,update_heavy,18100,50000,25137,24863,54.939,4.33,95.94,1.547,565.574,22.156,130.612,1670076,90500,1249924,33011
1051,random,update_heavy,18200,50000,24980,25020,75.893,4.917,107.478,1.226,567.778,21.857,115.463,1744536,91000,1256824,34965
1051,random,update_heavy,18300,50000,24970,25030,60.749,4.168,101.17,1.444,574.658,24.274,137.877,274432,91500,1263724,36655
1051,random,update_heavy,18400,50000,25211,24789,61.562,3.991,101.853,1.659,504.638,25.52,126.441,274432,92000,1270624,35801
1051,random,update_heavy,18500,50000,25020,24980,74.721,5.015,97.237,2.226,573.49,19.39,114.362,1733924,92500,1277524,34702
1051,random,update_heavy,18600,50000,24999,25001,58.12,4.227,98.94,1.838,567.406,23.407,134.237,1762264,93000,1284424,33596
1051,random,update_heavy,18700,50000,25003,24997,60.594,4.17,98.402,1.691,538.383,23.595,129.096,2424832,93500,1291324,35100
1051,random,update_heavy,18800,50000,25164,24836,66.419,6.393,106.409,2.217,564.818,16.644,88.344,1763832,94000,1298224,34989
1051,random,update_heavy,18900,50000,24998,25002,63.324,4.347,98.833,1.717,610.633,22.738,140.485,1793020,94500,1305124,36794
1051,random,update_heavy,19000,50000,25029,24971,62.535,4.302,92.596,1.898,587.807,21.524,136.636,2777088,95000,1312024,35141
1051,random,update_heavy,19100,50000,25067,24933,73.89,4.005,107.753,1.337,582.189,26.907,145.38,274432,95500,1318924,34021
1051,random,update_heavy,19200,50000,24897,25103,87.778,5.262,107.361,1.752,600.848,20.404,114.193,1793648,96000,1325824,38975
1051,random,update_heavy,19300,50000,24935,25065,58.446,4.07,102.369,1.579,594.787,25.15,146.129,1791972,96500,1332724,37829
1051,random,update_heavy,19400,50000,24982,25018,69.319,5.442,95.89,1.753,595.778,17.621,109.484,1814200,97000,1339624,36436
1051,random,update_heavy,19500,50000,25059,24941,60.684,4.2,99.663,1.651,608.174,23.729,144.803,1803988,97500,1346524,36807
1051,random,update_heavy,19600,50000,25099,24901,66.094,4.145,109.385,1.731,608.264,26.388,146.736,548864,98000,1353424,37575
1051,random,update_heavy,19700,50000,25098,24902,66.979,4.338,101.342,1.816,569.98,23.361,131.389,1855436,98500,1360324,36746
1051,random,update_heavy,19800,50000,24888,25112,66.156,4.862,111.125,2.38,630.266,22.855,129.626,1882584,99000,1367224,37553
1051,random,update_heavy,19900,50000,25009,24991,66.824,4.233,113.544,1.746,604.64,26.823,142.836,1853300,99500,1374124,37335
1051,random,update_heavy,20000,50000,24790,25210,67.412,4.379,108.403,1.889,600.609,24.756,137.163,1856000,100000,1381024,38354
1051,random,update_heavy,20100,50000,24876,25124,77.981,4.46,121.846,2.575,608.927,27.321,136.537,1871764,100500,1387924,37710
1051,random,update_heavy,20200,50000,25052,24948,63.102,4.341,111.402,1.911,603.608,25.665,139.061,1910656,101000,1394824,38428
1051,random,update_heavy,20300,50000,24988,25012,64.91,4.216,112.495,1.802,623.395,26.683,147.868,1894524,101500,1401724,38273
1051,random,update_heavy,20400,50000,24989,25011,64.111,4.155,117.034,2.063,578.899,28.164,139.312,1884920,102000,1408624,39635
1051,random,update_heavy,20500,50000,25111,24889,77.889,5.36,116.352,2.082,600.991,21.707,112.123,3211264,102500,1415524,38776
1051,random,update_heavy,20600,50000,24944,25056,67.075,4.225,111.534,2.075,634.725,26.398,150.227,1934184,103000,1422424,37900
1051,random,update_heavy,20700,50000,24893,25107,65.443,4.307,105.302,1.8,636.389,24.45,147.764,1884620,103500,1429324,38374
1051,random,update_heavy,20800,50000,25049,24951,79.133,4.105,116.464,1.679,615.482,28.373,149.946,2004048,104000,1436224,39051
1051,random,update_heavy,20900,50000,24903,25097,78.124,4.341,115.755,1.104,617.108,26.662,142.142,1989940,104500,1443124,39906
1051,random,update_heavy,21000,50000,25017,24983,71.145,4.784,111.177,1.826,634.586,23.24,132.653,1944280,105000,1450024,37634
1051,random,update_heavy,21100,50000,24915,25085,71.855,4.488,119.705,1.893,668.462,26.673,148.948,2020020,105500,1456924,41528
1051,random,update_heavy,21200,50000,25074,24926,69.184,4.236,112.396,1.607,621.101,26.537,146.642,2055688,106000,1463824,39404
1051,random,update_heavy,21300,50000,25034,24966,76.418,4.917,123.509,2.655,661.825,25.121,134.613,2040540,106500,1470724,39491
1051,random,update_heavy,21400,50000,25169,24831,76.114,4.511,120.9,1.891,639.596,26.803,141.795,2046952,107000,1477624,38635
1051,random,update_heavy,21500,50000,25097,24903,68.085,4.223,112.195,2.358,650.327,26.568,153.997,516096,107500,1484524,42463
1051,random,update_heavy,21600,50000,24858,25142,75.428,4.24,118.592,1.76,620.846,27.972,146.436,2016064,108000,1491424,40486
1051,random,update_heavy,21700,50000,25123,24877,88.059,4.112,119.185,1.989,603.405,28.987,146.757,2047412,108500,1498324,38566
1051,random,update_heavy,21800,50000,25050,24950,72.588,4.631,106.167,1.838,674.743,22.927,145.711,2013056,109000,1505224,40241
1051,random,update_heavy,21900,50000,24926,25074,71.621,3.81,121.964,1.965,680.742,32.012,178.677,2122188,109500,1512124,40039
1051,random,update_heavy,22000,50000,25021,24979,96.011,4.3,119.668,2.546,649.989,27.83,151.164,2075792,110000,1519024,40419
1051,random,update_heavy,22100,50000,24963,25037,86.916,6.231,116.642,1.912,620.448,18.72,99.576,2074156,110500,1525924,40032
1051,random,update_heavy,22200,50000,24955,25045,75.586,4.412,115.331,3.306,667.378,26.141,151.271,3043328,111000,1532824,39737
1051,random,update_heavy,22300,50000,25038,24962,74.414,4.379,119.709,2.286,696.322,27.334,158.999,3534848,111500,1539724,39275
1051,random,update_heavy,22400,50000,24904,25096,65.017,3.279,103.364,1.983,688.564,31.525,210.005,2093960,112000,1546624,42221
1051,random,update_heavy,22500,50000,24846,25154,79.459,4.736,121.109,1.35,663.039,25.573,140.003,2124484,112500,1553524,41800
1051,random,update_heavy,22600,50000,25067,24933,94.09,6.439,120.744,2.734,651.353,18.753,101.165,2141864,113000,1560424,41100
1051,random,update_heavy,22700,50000,24969,25031,76.306,4.396,118.363,2.088,663.523,26.922,150.921,2144780,113500,1567324,41560
1051,random,update_heavy,22800,50000,24899,25101,80.085,4.774,120.907,2.087,688.203,25.324,144.144,2183376,114000,1574224,40994
1051,random,update_heavy,22900,50000,24936,25064,80.53,5.935,118.372,2.649,679.713,19.946,114.534,2215300,114500,1581124,42653
1051,random,update_heavy,23000,50000,24916,25084,101.138,6.502,124.64,2.867,701.332,19.17,107.867,2238152,115000,1588024,42226
1051,random,update_heavy,23100,50000,25194,24806,111.47,6.847,142.427,2.941,693.11,20.803,101.234,2156556,115500,1594924,42132
1051,random,update_heavy,23200,50000,24917,25083,93.194,4.307,133.441,3.005,705.022,30.982,163.688,2196328,116000,1601824,43304
1051,random,update_heavy,23300,50000,25058,24942,80.646,4.421,121.983,1.208,698.122,27.59,157.903,2215932,116500,1608724,43124
1051,random,update_heavy,23400,50000,24993,25007,79.272,4.793,116.578,2.013,660.344,24.321,137.764,2214624,117000,1615624,41473
1051,random,update_heavy,23500,50000,25105,24895,73.024,4.566,133.702,2.116,662.671,29.285,145.144,2254004,117500,1622524,43428
1051,random,update_heavy,23600,50000,25254,24746,100.163,4.451,120.828,1.839,688.39,27.144,154.646,274432,118000,1629424,42506
1051,random,update_heavy,23700,50000,25033,24967,102.54,5.498,139.95,3.426,684.76,25.453,124.54,3768320,118500,1636324,42070
1051,random,update_heavy,23800,50000,25070,24930,78.904,4.473,123.62,2.757,735.191,27.635,164.347,847872,119000,1643224,41954
1051,random,update_heavy,23900,50000,24964,25036,83.245,4.439,124.971,2.521,669.535,28.15,150.813,3235840,119500,1650124,43579
1051,random,update_heavy,24000,50000,24965,25035,80.785,4.461,128.489,2.244,691.891,28.804,155.105,2257800,120000,1657024,44229
1051,random,update_heavy,24100,50000,24758,25242,79.299,5.086,123.637,1.145,701.121,24.309,137.85,2275860,120500,1663924,43991
1051,random,update_heavy,24200,50000,24961,25039,90.992,4.85,133.882,2.003,681.832,27.605,140.587,286720,121000,1670824,44531
1051,random,update_heavy,24300,50000,24976,25024,87.003,5.744,131.265,2.378,762.271,22.854,132.714,2304260,121500,1677724,44456
1051,random,update_heavy,24400,50000,25151,24849,96.039,6.035,140.932,3.484,768.305,23.354,127.315,2319792,122000,1684624,42359
1051,random,update_heavy,24500,50000,24962,25038,82.369,3.738,128.179,1.982,736.255,34.295,196.986,2360716,122500,1691524,45267
1051,random,update_heavy,24600,50000,24859,25141,85.344,4.751,123.352,2.718,747.048,25.962,157.23,2446728,123000,1698424,44419
1051,random,update_heavy,24700,50000,24987,25013,87.283,4.812,134.576,2.169,719.613,27.967,149.549,274432,123500,1705324,44129
1051,random,update_heavy,24800,50000,24959,25041,84.356,4.318,134.328,3.272,728.687,31.11,168.764,1146880,124000,1712224,44669
1051,random,update_heavy,24900,50000,25026,24974,91.912,4.046,117.454,2.427,722.989,29.027,178.675,2421556,124500,1719124,43008
1051,random,update_heavy,25000,50000,24968,25032,90.406,4.599,147.687,2.208,719.89,32.11,156.518,823296,125000,1726024,44764
1051,random,update_heavy,25100,50000,24982,25018,99.973,7.029,143.329,2.922,733.494,20.392,104.358,2476580,125500,1732924,42977
1051,random,update_heavy,25200,50000,24955,25045,90.384,4.705,139.42,3.051,700.457,29.634,148.884,4177920,126000,1739824,44656
1051,random,update_heavy,25300,50000,24949,25051,90.906,4.518,132.71,2.321,735.034,29.371,162.676,274432,126500,1746724,44349
1051,random,update_heavy,25400,50000,25075,24925,77.328,6.965,116.494,2.323,769.431,16.725,110.468,2428728,127000,1753624,44754
1051,random,update_heavy,25500,50000,24897,25103,86.952,4.343,140.323,2.59,722.008,32.312,166.254,548864,127500,1760524,46429
1051,random,update_heavy,25600,50000,25038,24962,79.531,4.01,83.039,2.191,727.532,20.708,181.429,2483696,106496,1810432,45141
1051,random,update_heavy,25700,50000,24929,25071,105.661,4.873,134.022,2.276,733.115,27.505,150.454,3616768,128500,1774324,48022
1051,random,update_heavy,25800,50000,25044,24956,99.196,4.659,152.434,3.062,715.588,32.718,153.593,622592,129000,1781224,45934
1051,random,update_heavy,25900,50000,25081,24919,89.253,4.587,142.418,3.106,750.619,31.05,163.648,274432,129500,1788124,46194
1051,random,update_heavy,26000,50000,24895,25105,90.512,4.731,138.409,2.435,783.615,29.256,165.634,2484832,130000,1795024,46546
1051,random,update_heavy,26100,50000,24883,25117,106.467,5.658,138.305,2.295,744.814,24.444,131.639,2486372,130500,1801924,45666
1051,random,update_heavy,26200,50000,25073,24927,102.39,4.893,133.078,2.365,755.77,27.195,154.447,630784,131000,1808824,45154
1051,random,update_heavy,26300,50000,24899,25101,91.287,4.749,141.707,2.341,811.062,29.838,170.779,274432,131500,1815724,46953
1051,random,update_heavy,26400,50000,24919,25081,91.435,4.785,146.901,2.421,754.633,30.7,157.708,1097728,132000,1822624,46117
1051,random,update_heavy,26500,50000,25073,24927,90.998,4.893,141.772,2.543,788.336,28.977,161.128,2567788,132500,1829524,45235
1051,random,update_heavy,26600,50000,24936,25064,110.84,6.018,149.421,2.392,773.41,24.831,128.525,274432,133000,1836424,45825
1051,random,update_heavy,26700,50000,25122,24878,95.687,4.624,145.594,2.45,750.703,31.484,162.339,643072,133500,1843324,47578
1051,random,update_heavy,26800,50000,25233,24767,107.221,5.003,146.601,3.393,721.673,29.304,144.254,1097728,134000,1850224,45938
1051,random,update_heavy,26900,50000,25078,24922,97.191,4.979,146.63,2.14,747.8,29.451,150.2,2579748,134500,1857124,47518
1051,random,update_heavy,27000,50000,24972,25028,108.942,7.196,151.395,2.705,756.782,21.038,105.164,4341760,135000,1864024,47365
1051,random,update_heavy,27100,50000,24906,25094,95.862,4.812,154.628,2.414,779.815,32.134,162.056,651264,135500,1870924,48125
