tree_type,workload,n,queries,paint_count,query_count,centroid_build_ms,centroid_run_ms,naive_bfs_run_ms,lca_build_ms,lca_run_ms,speedup_vs_naive,speedup_vs_lca,centroid_memory_bytes,naive_memory_bytes,lca_memory_bytes,speedup_vs_naive_mean,centroid_run_ms_mean,naive_bfs_run_ms_mean,speedup_vs_naive_std,centroid_run_ms_std,naive_bfs_run_ms_std
path,update_heavy,24600,50000,24847.0,25153.0,58.645,6.275,130.95,1.542,504.308,21.572,82.492,1372160.0,123000.0,1698424.0,21.388333333333332,6.1113333333333335,130.01466666666667,1.6720826335242316,0.6559956808800902,5.868175213244164
path,update_heavy,24700,50000,25047.0,24953.0,66.799,5.459,129.252,1.19,526.145,23.675,96.374,3993600.0,123500.0,1705324.0,27.093666666666664,6.301666666666667,158.97633333333332,13.588454854520188,1.6627090344775706,52.82771324156794
path,update_heavy,24800,50000,24973.0,25027.0,63.575,6.23,130.189,1.388,538.743,21.917,83.963,598016.0,124000.0,1712224.0,25.330333333333332,6.567333333333334,163.04266666666666,10.517935602262133,0.8479158763305079,59.150003096646856
path,update_heavy,24900,50000,24913.0,25087.0,60.248,5.775,130.214,1.251,524.345,21.754,82.785,606208.0,124500.0,1719124.0,20.762,6.476666666666667,130.377,3.9935007199198047,1.5625019466654537,4.837560025467389
path,update_heavy,25000,50000,24993.0,25007.0,58.581,5.912,139.959,1.046,540.19,24.156,93.042,3062984.0,125000.0,1726024.0,22.936666666666667,5.988333333333333,136.209,2.2166825062090716,0.8440926094530943,9.070327226732235
path,update_heavy,25100,50000,25064.0,24936.0,67.439,6.956,134.139,1.598,519.333,19.046,73.05,3076284.0,125500.0,1732924.0,18.713333333333335,7.185666666666667,134.08333333333334,0.792240073041835,0.7918853031426539,9.606620963342605
path,update_heavy,25200,50000,24998.0,25002.0,70.913,5.718,134.315,1.657,524.231,23.488,86.135,3089584.0,126000.0,1739824.0,20.552,7.134666666666667,138.144,5.1078343747619686,2.4928113312750595,7.4483663309480175
path,update_heavy,25300,50000,25095.0,24905.0,62.592,6.052,139.033,1.568,522.581,21.175,86.343,3102884.0,126500.0,1746724.0,22.59766666666667,6.866,152.71433333333334,3.207102482511796,2.102690657229446,38.27886312749289
path,update_heavy,25400,50000,25133.0,24867.0,60.365,5.587,131.665,1.145,535.416,21.771,88.004,610304.0,127000.0,1753624.0,21.426666666666666,6.134333333333333,129.63666666666666,3.0889276995963075,0.9592894940180122,7.203942277207206
path,update_heavy,25500,50000,24964.0,25036.0,56.794,5.425,136.216,1.305,535.861,23.875,98.942,3129484.0,127500.0,1760524.0,22.843999999999998,6.986000000000001,144.88933333333333,8.90935356802052,2.711529273306855,21.093685176690528
path,update_heavy,25600,50000,24916.0,25084.0,56.659,7.146,130.78,1.33,526.03,17.917,77.874,3142784.0,128000.0,1767424.0,20.988333333333333,6.606999999999999,134.84333333333333,5.339636348416748,1.0778232693721173,9.518368785318911
path,update_heavy,25700,50000,24935.0,25065.0,61.6,6.785,139.128,1.574,527.218,20.604,77.707,618496.0,128500.0,1774324.0,20.290333333333333,6.889666666666667,136.10299999999998,3.6725599155539084,1.5077272078639863,5.823072127322483
path,update_heavy,25800,50000,25214.0,24786.0,61.526,5.51,133.249,0.804,555.461,24.374,101.604,4734976.0,129000.0,1781224.0,23.995666666666665,5.584333333333333,134.087,1.3023871672176952,0.16737482885228966,10.299599943687138
path,update_heavy,25900,50000,24859.0,25141.0,74.505,5.693,136.224,1.573,530.188,22.359,94.822,3182684.0,129500.0,1788124.0,22.799000000000003,6.288999999999999,134.817,6.944462254199385,1.9514958365315562,6.93144205775393
path,update_heavy,26000,50000,25124.0,24876.0,60.081,7.796,142.806,1.678,548.639,18.317,70.37,3195984.0,130000.0,1795024.0,19.628,7.719666666666666,141.43733333333333,6.742774132358283,2.265464705823804,5.251513337442198
path,update_heavy,26100,50000,25133.0,24867.0,59.809,5.61,135.837,1.172,555.069,24.002,99.84,548864.0,130500.0,1801924.0,23.227666666666664,5.901666666666666,136.296,2.16117198143353,0.549052213667638,1.9240106548561462
path,update_heavy,26200,50000,25033.0,24967.0,66.009,5.806,133.114,1.252,522.52,22.926,89.679,3222584.0,131000.0,1808824.0,22.511666666666667,5.979333333333334,134.23,1.774164686079997,0.33010503378975203,4.099554609954602
path,update_heavy,26300,50000,24988.0,25012.0,60.188,5.617,151.976,1.644,538.85,27.103,95.941,1183744.0,131500.0,1815724.0,26.323333333333334,5.631333333333333,147.911,2.234936315274628,0.2238444400322094,7.254871535733765
path,update_heavy,26400,50000,25029.0,24971.0,72.605,5.771,145.847,1.249,557.689,23.946,91.147,1458176.0,132000.0,1822624.0,23.724333333333334,6.081333333333333,143.65733333333333,1.7928073887992928,0.5619362360031015,4.752240138432948
path,update_heavy,26500,50000,24956.0,25044.0,62.902,5.931,139.294,1.171,527.549,23.502,88.942,3262484.0,132500.0,1829524.0,23.505,5.863333333333333,137.821,0.022649503305809695,0.1385075208547657,3.1439305017763894
path,update_heavy,26600,50000,25019.0,24981.0,66.606,6.256,137.849,1.725,542.117,20.906,81.63,274432.0,133000.0,1836424.0,22.031666666666666,6.370666666666668,139.00133333333335,2.549259565703997,0.9084439076428076,8.845971644388955
path,update_heavy,26700,50000,25111.0,24889.0,63.137,6.014,136.077,1.184,581.88,22.625,87.647,1191936.0,133500.0,1843324.0,19.176333333333332,7.974333333333334,134.88133333333334,7.363853429647641,3.6822189415260644,3.4171634923329877
path,update_heavy,26800,50000,25086.0,24914.0,63.829,6.072,139.661,1.205,541.544,23.962,90.981,3302384.0,134000.0,1850224.0,21.240666666666666,6.951666666666665,140.84433333333334,5.270297651303324,1.9707019899856326,7.952308113581445
path,update_heavy,26900,50000,24959.0,25041.0,65.988,5.716,137.938,1.23,542.095,23.686,92.549,1097728.0,134500.0,1857124.0,23.226333333333333,5.971666666666667,138.25199999999998,1.2013710223462757,0.6007880935349279,7.160165640542115
path,update_heavy,27000,50000,24833.0,25167.0,61.27,5.884,135.512,1.196,542.396,23.177,93.942,1097728.0,135000.0,1864024.0,22.183000000000003,6.2556666666666665,137.08266666666665,3.124906878612547,0.8739326823808187,7.522010989976899
path,update_heavy,27100,50000,24929.0,25071.0,62.62,6.819,144.364,1.201,552.419,21.985,78.716,3342284.0,135500.0,1870924.0,21.30366666666667,6.976666666666667,148.72566666666668,1.2836515622758906,0.5419818570149127,16.181550986643185
path,update_heavy,27200,50000,24988.0,25012.0,73.162,6.968,138.43,1.224,591.504,19.866,93.348,3355584.0,136000.0,1877824.0,20.786,6.969333333333334,142.235,2.912112806880942,1.4110004724780687,10.95580535606581
path,update_heavy,27300,50000,25024.0,24976.0,75.594,5.493,144.453,1.237,542.378,24.435,98.553,3368884.0,136500.0,1884724.0,22.768333333333334,6.632333333333334,144.92499999999998,4.596501858297603,2.0334316642890493,12.639611425989342
path,update_heavy,27400,50000,24982.0,25018.0,60.182,5.813,140.907,1.219,614.077,25.012,92.996,3382184.0,137000.0,1891624.0,23.212999999999997,6.160666666666667,141.00833333333333,3.233577430648599,0.948553811511679,5.11575276311643
path,update_heavy,27500,50000,24985.0,25015.0,72.786,6.681,136.315,1.242,551.619,20.402,77.273,823296.0,137500.0,1898524.0,20.127,7.223,139.45833333333334,5.217937811051413,1.7481930671410417,6.048240184825127
path,update_heavy,27600,50000,25016.0,24984.0,71.267,5.902,143.749,1.163,562.706,24.358,96.425,3408784.0,138000.0,1905424.0,24.049333333333333,5.975333333333334,142.644,2.1556384978315197,0.7337535917004658,4.708766186592839
path,update_heavy,27700,50000,24988.0,25012.0,65.925,5.635,144.065,1.331,564.775,25.567,96.063,3422084.0,138500.0,1912324.0,25.56866666666667,5.633333333333333,144.10366666666667,0.4265024423533047,0.2465042257920402,8.714064340669822
path,update_heavy,27800,50000,24920.0,25080.0,79.967,5.825,147.574,1.252,561.301,25.81,96.366,3435384.0,139000.0,1919224.0,25.852,5.702000000000001,147.326,0.5382304339221256,0.26944943867078314,4.77183581025164
path,update_heavy,27900,50000,25084.0,24916.0,66.451,5.97,150.107,1.589,606.306,22.952,88.732,1376256.0,139500.0,1926124.0,21.882666666666665,6.877333333333333,146.49133333333336,3.906357681182476,1.6080576274914198,9.172515812651046
path,update_heavy,28000,50000,25019.0,24981.0,80.449,6.038,151.31,1.236,589.987,22.943,87.296,675840.0,140000.0,1933024.0,22.304333333333332,6.640666666666667,145.816,3.124347345180003,1.2067101281307504,9.977521084918836
path,update_heavy,28100,50000,24984.0,25016.0,70.171,7.949,145.717,1.183,569.32,19.564,66.124,823296.0,140500.0,1939924.0,19.427,8.237333333333334,147.66066666666669,6.662556491317728,2.7926858637042113,7.095064223341001
path,update_heavy,28200,50000,24924.0,25076.0,62.901,5.733,143.027,1.252,569.052,24.865,99.254,3488584.0,141000.0,1946824.0,24.727333333333334,5.835999999999999,144.11966666666666,1.3517678548232053,0.26308363689138864,4.527982368929159
path,update_heavy,28300,50000,25037.0,24963.0,66.047,5.686,145.441,1.294,546.046,26.416,96.039,3501884.0,141500.0,1953724.0,25.187,5.9703333333333335,148.642,3.5669946733910347,0.7974687036701401,9.251589214832222
path,update_heavy,28400,50000,25031.0,24969.0,68.666,6.098,160.146,1.745,567.337,25.39,85.547,3515184.0,142000.0,1960624.0,20.251,11.594333333333333,172.75233333333333,9.764689600801452,9.542454104334656,26.579169519255736
path,update_heavy,28500,50000,24982.0,25018.0,68.731,5.523,151.716,1.234,572.904,27.627,103.037,274432.0,142500.0,1967524.0,27.915333333333333,5.458333333333333,152.36533333333333,1.1362765215093247,0.21058331684474282,8.421795196591583
path,update_heavy,28600,50000,24932.0,25068.0,66.811,6.444,144.514,1.216,529.653,22.426,82.08,3541784.0,143000.0,1974424.0,21.792,6.674333333333333,144.85133333333332,1.4351804764558327,0.6194936104055743,3.6048570475586654
path,update_heavy,28700,50000,25000.0,25000.0,79.601,7.395,153.86,1.344,553.597,20.805,74.857,3555084.0,143500.0,1981324.0,21.054333333333332,7.467,151.47466666666665,5.689099255008066,1.5182809357954803,10.726790635289447
path,update_heavy,28800,50000,25009.0,24991.0,65.359,6.473,153.351,1.457,600.985,22.152,82.717,3568384.0,144000.0,1988224.0,22.924666666666667,6.842,152.34900000000002,4.617739851197046,1.5595906514210713,8.50140294304417
path,update_heavy,28900,50000,24961.0,25039.0,66.404,5.65,145.683,1.466,573.178,26.271,95.897,1748992.0,144500.0,1995124.0,25.033,5.941333333333333,147.50633333333334,2.8725786325181786,0.6619670183123426,4.8464556464836575
path,update_heavy,29000,50000,24984.0,25016.0,68.078,6.015,144.332,1.352,550.791,25.858,93.244,3594984.0,145000.0,2002024.0,26.27066666666667,6.082999999999999,158.729,5.548521364591953,0.5382313628914617,29.415608322793542
path,update_heavy,29100,50000,24962.0,25038.0,81.642,6.261,153.526,1.34,565.423,24.519,90.303,3608284.0,145500.0,2008924.0,23.704666666666668,6.584666666666666,154.01733333333334,2.643314270633239,1.1773539541418006,9.465568780233623
path,update_heavy,29200,50000,24747.0,25253.0,67.655,6.218,152.488,1.531,582.323,24.523,94.346,704512.0,146000.0,2015824.0,23.636,6.652,154.95366666666666,2.6493087777758193,1.2861442376343333,11.310888131943198
path,update_heavy,29300,50000,25128.0,24872.0,70.175,5.895,152.165,1.331,591.105,24.865,97.698,1646592.0,146500.0,2022724.0,23.988,6.297999999999999,149.77433333333332,2.3884737804715384,0.8558907640581243,6.727500749411569
path,update_heavy,29400,50000,25182.0,24818.0,70.764,5.678,148.397,1.596,556.649,26.134,98.359,1646592.0,147000.0,2029624.0,23.192666666666668,6.7459999999999996,149.278,5.497723650142241,1.9590806517343786,2.1812870054167512
path,update_heavy,29500,50000,25078.0,24922.0,71.898,11.385,145.559,1.252,543.336,13.237,50.961,1806336.0,147500.0,2036524.0,18.820333333333334,9.148,136.77833333333334,12.818915411739534,4.161001441960817,19.82904559814549
path,update_heavy,29600,50000,24994.0,25006.0,67.603,7.769,145.462,1.428,578.532,18.723,74.465,3674784.0,148000.0,2043424.0,19.280666666666665,8.072666666666667,146.04066666666665,5.7807096738491675,2.5381608170747048,2.055040226694692
path,update_heavy,29700,50000,25050.0,24950.0,66.391,5.994,150.682,1.892,591.155,24.365,98.408,1814528.0,148500.0,2050324.0,21.655333333333335,7.5040000000000004,149.92133333333334,6.727067736639295,2.8275650301982447,3.5575239048154503
path,update_heavy,29800,50000,24916.0,25084.0,82.508,10.433,152.851,1.429,569.98,14.651,48.491,5623808.0,149000.0,2057224.0,17.427,10.277666666666667,156.041,8.005506105175364,4.492014729866024,7.141029337567526
path,update_heavy,29900,50000,24940.0,25060.0,69.076,6.334,149.643,1.373,548.82,23.387,84.867,1372160.0,149500.0,2064124.0,23.060999999999996,6.608999999999999,149.32666666666668,3.9660613963981945,1.177828934947686,1.06919237433369
path,update_heavy,30000,50000,24976.0,25024.0,87.706,8.217,161.188,1.808,588.992,19.615,77.703,1097728.0,150000.0,2071024.0,20.895666666666667,8.001666666666667,159.51666666666665,5.200638550537169,2.235790762422399,8.00297802904227
random,balanced,300,50000,7460.0,42540.0,0.671,1.644,13.077,0.034,35.232,7.956,18.646,18220.0,1500.0,13628.0,8.558333333333334,1.636,14.923,1.4374854202159175,1.0340232105712133,11.458075885592661
random,balanced,400,50000,7543.0,42457.0,0.921,1.365,13.782,0.04,18.523,7.711,10.363,24680.0,2000.0,18128.0,9.244,1.4863333333333333,13.395666666666665,6.068503027930365,0.2619949108920502,7.627841131888718
random,balanced,500,50000,7573.0,42427.0,1.133,1.761,13.77,0.04,66.124,8.135,37.543,31196.0,2500.0,22628.0,9.104333333333333,1.6203333333333332,14.888333333333334,2.022450329015112,0.2576224627887354,4.782590755368196
random,balanced,600,50000,7522.0,42478.0,1.369,1.748,15.992,0.061,39.224,7.937,20.706,37832.0,3000.0,29528.0,8.640666666666666,1.4863333333333333,13.043000000000001,1.2588337194932984,0.6973466378590589,6.5886154084147295
random,balanced,700,50000,7494.0,42506.0,1.719,2.034,11.468,0.058,101.0,7.8,49.668,45636.0,3500.0,34428.0,7.202000000000001,1.689,11.995,1.365053845091834,0.8957951774819957,7.031327684015301
random,balanced,800,50000,7535.0,42465.0,1.932,1.946,15.618,0.062,81.628,7.787,32.525,53288.0,4000.0,39328.0,7.736999999999999,1.89,14.326666666666666,1.489629484133555,0.6498122805857087,4.371467983793696
random,balanced,900,50000,7521.0,42479.0,2.108,1.975,13.279,0.095,77.107,6.825,38.734,61356.0,4500.0,44228.0,7.504666666666666,1.7126666666666666,13.030000000000001,1.3137390659234172,0.46829940565127065,4.9082392973448234
random,balanced,1000,50000,7445.0,42555.0,1.141,1.675,18.378,0.076,72.208,8.942,44.137,68392.0,5000.0,49128.0,10.708666666666666,1.4763333333333335,16.337333333333333,3.5352230952704153,0.6994893375408473,9.606950053650396
random,balanced,1100,50000,7482.0,42518.0,3.041,2.107,19.614,0.09,93.685,9.308,44.462,75196.0,5500.0,58556.0,9.058,1.7700000000000002,16.398333333333333,0.5752947070849856,0.9494677456343633,9.348908189373416
random,balanced,1200,50000,7461.0,42539.0,2.878,1.98,17.875,0.109,98.688,11.353,49.346,87104.0,6000.0,63856.0,10.621666666666666,1.6023333333333334,16.69033333333333,1.3825980375124705,0.7031929559753378,7.089626318314199
random,balanced,1300,50000,7465.0,42535.0,3.269,2.102,15.668,0.092,113.181,8.149,72.881,91740.0,6500.0,69156.0,8.678666666666667,1.652,14.610666666666667,1.5585314669050905,0.820462674349053,8.386141027512792
random,balanced,1400,50000,7519.0,42481.0,3.149,1.865,16.178,0.066,127.286,8.677,68.268,100320.0,7000.0,74456.0,10.689,1.9033333333333335,22.845333333333333,3.5509074896426123,1.1939616130066049,20.731327051911883
random,balanced,1500,50000,7462.0,42538.0,3.195,2.14,21.003,0.114,120.014,12.048,56.089,104996.0,7500.0,79756.0,10.99,1.9130000000000003,19.025666666666666,3.1951907611283556,1.0569432340480733,7.930096741738613
random,balanced,1600,50000,7524.0,42476.0,3.544,2.082,19.563,0.108,131.355,9.244,62.065,114136.0,8000.0,85056.0,9.592,1.9553333333333331,18.898999999999997,1.2634702212557285,0.24941798919350905,4.360086696385749
random,balanced,1700,50000,7487.0,42513.0,4.25,2.098,19.52,0.063,155.012,10.714,76.238,125236.0,8500.0,90356.0,10.713333333333333,1.8286666666666667,19.19366666666667,1.4090001182871967,0.5041967208672953,3.92169635914528
random,balanced,1800,50000,7481.0,42519.0,4.168,2.174,21.626,0.131,151.767,10.132,68.043,81920.0,9000.0,95656.0,10.448333333333332,1.9120000000000001,20.052333333333333,0.9920747619677325,0.5120195308774852,6.025641072394979
random,balanced,1900,50000,7461.0,42539.0,5.024,2.162,21.121,0.139,146.663,9.26,64.298,140756.0,9500.0,100956.0,9.477666666666666,2.0476666666666667,19.671333333333333,1.8839544403550026,0.3069109534267772,5.968043258332946
random,balanced,2000,50000,7587.0,42413.0,4.9,2.175,27.781,0.123,152.025,10.855,69.884,146160.0,10000.0,106256.0,11.335666666666667,1.9226666666666665,22.145666666666667,1.2644826346507618,1.075925802894109,12.596805362207252
random,balanced,2100,50000,7560.0,42440.0,5.455,2.145,23.219,0.16,165.087,10.826,76.975,153916.0,10500.0,119956.0,12.547666666666666,1.7536666666666667,23.257,3.303158841674639,0.8771187680886399,15.437035078019354
random,balanced,2200,50000,7500.0,42500.0,6.381,2.175,22.273,0.183,178.601,10.898,83.231,165680.0,11000.0,125656.0,11.020666666666665,1.7060000000000002,18.879,0.8486750457821496,0.8648138528030178,9.917570821526812
random,balanced,2300,50000,7498.0,42502.0,7.39,2.248,26.68,0.223,192.903,11.871,85.826,175164.0,11500.0,131356.0,11.542000000000002,2.005333333333333,24.24266666666667,1.479200121687394,1.1120383686426172,15.305251593271288
random,balanced,2400,50000,7489.0,42511.0,6.185,1.759,25.834,0.188,191.974,11.01,67.329,179328.0,12000.0,137056.0,13.411333333333333,1.993,25.143,4.745899001594253,0.7682109085400962,6.623588377911175
random,balanced,2500,50000,7460.0,42540.0,6.957,2.191,22.992,0.092,179.807,11.964,82.051,194812.0,12500.0,142756.0,11.475999999999999,2.015333333333333,23.038666666666668,0.852178385081433,1.0545313335000213,12.483065422136239
random,balanced,2600,50000,7578.0,42422.0,6.106,2.272,24.238,0.187,204.039,13.177,105.762,196376.0,13000.0,148456.0,14.013333333333334,1.968333333333333,23.25,6.033133541811695,1.0867982026730323,7.237753587958076
random,balanced,2700,50000,7538.0,42462.0,8.94,2.739,30.454,0.191,209.8,10.561,72.759,102400.0,13500.0,154156.0,10.412666666666667,2.5589999999999997,27.326333333333334,2.8843620322929877,0.4433114029663573,10.793881430390707
random,balanced,2800,50000,7551.0,42449.0,7.071,2.096,28.284,0.209,217.656,12.272,94.436,219664.0,14000.0,159856.0,13.607999999999999,1.827,26.094000000000005,4.7297006247753135,0.6553067983776759,14.657224532632362
random,balanced,2900,50000,7539.0,42461.0,7.642,2.272,27.492,0.218,203.143,11.997,88.647,229076.0,14500.0,165556.0,12.163666666666666,2.113,25.877,1.15108528499557,0.292887350358461,5.536087156105836
random,balanced,3000,50000,7583.0,42417.0,9.333,2.512,28.158,0.167,228.337,12.377,90.902,237328.0,15000.0,171256.0,13.526666666666666,2.449666666666667,34.15633333333333,3.058115814244667,0.7105535400892276,16.8074162896423
random,balanced,3100,50000,7505.0,42495.0,8.541,2.233,28.171,0.227,235.665,12.305,102.942,237876.0,15500.0,176956.0,12.490666666666668,2.1136666666666666,26.648666666666667,1.9242298026309987,0.25672034070819805,6.624024179706269
random,balanced,3200,50000,7442.0,42558.0,8.571,2.337,29.855,0.249,243.22,12.108,98.427,256376.0,16000.0,182656.0,12.218666666666666,1.8903333333333334,23.313666666666666,0.5100846335004939,0.9329707033628297,11.859483223704705
random,balanced,3300,50000,7534.0,42466.0,8.983,1.939,30.011,0.241,233.779,15.479,120.975,263004.0,16500.0,188356.0,14.527666666666667,1.763,24.753666666666664,1.8308471627455223,0.8763566625524106,10.437400506511826
random,balanced,3400,50000,7392.0,42608.0,9.444,2.407,28.444,0.226,239.085,11.819,99.345,267864.0,17000.0,194056.0,11.743666666666668,2.9760000000000004,33.952333333333335,0.5985660643014549,2.505436688483666,27.236507528193357
random,balanced,3500,50000,7492.0,42508.0,9.486,2.3,28.428,0.182,257.586,12.359,88.863,275756.0,17500.0,199756.0,12.563666666666668,2.4236666666666666,28.788666666666668,3.3377095939181607,0.7610731458495518,1.3029909183618023
random,balanced,3600,50000,7495.0,42505.0,10.995,2.416,35.062,0.211,258.014,14.515,106.964,289296.0,18000.0,205456.0,15.142333333333333,2.172,31.136,2.5427182961022905,1.034804812512969,11.095762749806791
random,balanced,3700,50000,7497.0,42503.0,11.207,2.276,27.405,0.261,249.823,12.796,109.784,292284.0,18500.0,211156.0,12.790999999999999,2.1573333333333333,27.46166666666667,0.7455125753466539,0.3772669258407543,4.007300504495928
random,balanced,3800,50000,7488.0,42512.0,10.309,2.375,32.072,0.263,275.942,13.506,97.559,299072.0,19000.0,216856.0,12.654666666666666,2.446,32.141,1.969226328620795,1.0023876495647779,16.76860647161833
random,balanced,3900,50000,7394.0,42606.0,10.011,2.363,34.071,0.28,281.792,14.418,126.761,310796.0,19500.0,222556.0,14.215666666666666,1.9349999999999998,28.215999999999998,1.5573889473517313,0.7465199260569004,12.850207196773132
random,balanced,4000,50000,7489.0,42511.0,10.952,2.463,34.987,0.394,280.523,13.713,118.867,327120.0,20000.0,228256.0,12.832999999999998,2.260666666666667,27.58566666666667,2.472388319014632,1.3360405432969964,13.991560682544794
random,balanced,4100,50000,7535.0,42465.0,12.883,2.411,32.976,0.306,287.824,13.678,119.384,328428.0,20500.0,250356.0,13.587333333333333,2.2496666666666667,31.034999999999997,2.3323220903926045,0.3282229933038411,9.236742770046158
random,balanced,4200,50000,7544.0,42456.0,10.604,2.462,35.28,0.306,277.968,14.333,112.926,338280.0,21000.0,256456.0,14.769333333333334,2.1803333333333335,33.53366666666667,4.59805353745836,0.517585097673159,16.256004131807213
random,balanced,4300,50000,7518.0,42482.0,15.949,2.659,41.649,0.306,271.635,14.244,102.165,131072.0,21500.0,262812.0,14.545333333333332,2.2840000000000003,32.941,2.2203887797710866,1.2794041581923985,18.005400523176373
random,balanced,4400,50000,7484.0,42516.0,12.115,1.841,32.708,0.311,292.876,13.264,141.061,351592.0,22000.0,268912.0,15.817666666666668,1.7326666666666668,27.700333333333333,4.4560298846993085,0.7930689335318422,14.09048566704971
random,balanced,4500,50000,7548.0,42452.0,14.031,2.443,34.771,0.232,319.329,19.182,130.706,362908.0,22500.0,275012.0,18.684,2.221,39.57033333333333,4.225069466884541,1.2597571194480308,22.76857914612445
random,balanced,4600,50000,7543.0,42457.0,13.781,2.62,38.797,0.288,299.139,10.537,105.16,371888.0,23000.0,281112.0,11.835333333333333,2.7543333333333333,32.524,2.5794600856251546,1.0112142865551956,12.20161657322504
random,balanced,4700,50000,7431.0,42569.0,12.227,2.2,35.014,0.344,312.458,12.682,142.846,375924.0,23500.0,287212.0,13.573333333333332,2.1679999999999997,29.241000000000003,2.047113170621823,1.2073181022414927,15.210629079692925
random,balanced,4800,50000,7505.0,42495.0,13.066,2.861,36.954,0.363,325.234,12.917,102.555,392664.0,24000.0,293312.0,14.375333333333336,2.885666666666667,42.802,2.5606265509311066,0.8752607230610393,20.31733998337381
random,balanced,4900,50000,7487.0,42513.0,17.333,2.454,53.419,0.43,354.712,17.675,100.653,143360.0,24500.0,299412.0,18.257,2.609666666666667,48.029666666666664,3.2552571327008857,0.8472935343393891,17.583739486620395
random,balanced,5000,50000,7539.0,42461.0,16.169,2.497,41.247,0.324,330.88,17.456,133.357,405400.0,25000.0,305512.0,19.064333333333334,2.175333333333333,42.12766666666667,3.6266381585889333,0.621435703297882,17.11999676791247
random,balanced,5100,50000,7523.0,42477.0,13.307,3.323,40.784,0.406,307.142,12.273,92.429,418236.0,25500.0,311612.0,17.76,2.936,39.71233333333333,10.142531094357068,1.9327801220004308,14.480272868055126
random,balanced,5200,50000,7502.0,42498.0,13.011,2.052,34.013,0.391,325.388,19.535,158.563,423672.0,26000.0,317712.0,19.197,1.795,33.596,2.4704032059564693,0.8443618892394421,15.085823113108543
random,balanced,5300,50000,7439.0,42561.0,15.605,2.433,35.428,0.412,335.97,13.901,138.106,626688.0,26500.0,323812.0,13.436333333333332,2.2449999999999997,30.830333333333332,1.4173275321298648,0.836988052483427,13.38828631055272
random,balanced,5400,50000,7555.0,42445.0,15.305,2.592,40.749,0.436,345.426,15.357,130.178,442096.0,27000.0,329912.0,16.90833333333333,2.051,35.604,2.8310846566878447,0.9912179376907986,19.765274119019953
random,balanced,5500,50000,7527.0,42473.0,15.452,2.6,47.074,0.421,363.52,18.106,105.024,471372.0,27500.0,336012.0,15.521666666666667,2.7176666666666667,44.06,4.749841506127688,0.73361184105311,22.1215333103291
random,balanced,5600,50000,7454.0,42546.0,15.617,2.854,40.097,0.405,345.428,15.885,121.012,446768.0,28000.0,342112.0,15.604,2.3786666666666667,36.434333333333335,1.437251891632082,1.033518424283444,14.8018616847116
random,balanced,5700,50000,7476.0,42524.0,19.463,3.782,39.776,0.419,364.261,12.946,99.789,472844.0,28500.0,348212.0,17.087,2.91,39.778333333333336,9.539269940619146,1.573991423102426,9.17950022241589
random,balanced,5800,50000,7540.0,42460.0,16.937,2.521,38.507,0.384,335.668,15.274,133.149,470552.0,29000.0,354312.0,20.163666666666668,3.5913333333333335,56.371333333333325,9.707759284888215,3.335870251273772,39.549068387679284
random,balanced,5900,50000,7442.0,42558.0,19.166,2.611,42.89,0.449,375.757,14.832,129.939,506060.0,29500.0,360412.0,15.408000000000001,2.638666666666667,40.861,4.218596093488925,0.2406955199693865,12.201687629176545
random,balanced,6000,50000,7531.0,42469.0,17.219,2.783,44.763,0.426,379.262,17.288,137.685,499504.0,30000.0,366512.0,17.182666666666666,2.5543333333333336,43.928666666666665,1.0499701583060979,0.5826837335410466,10.827635768409154
random,balanced,6100,50000,7499.0,42501.0,19.132,2.652,42.895,0.463,368.971,24.981,139.145,516596.0,30500.0,372612.0,25.634666666666664,2.501,57.26266666666667,9.801860554677024,1.7144943861092108,40.78869407486998
random,balanced,6200,50000,7336.0,42664.0,18.836,2.669,45.188,0.443,386.77,15.934,141.797,520048.0,31000.0,378712.0,15.257333333333333,2.4746666666666663,38.87233333333334,4.0258784548634035,0.4884120528133323,15.709409165634886
random,balanced,6300,50000,7373.0,42627.0,18.118,2.692,43.224,0.232,366.439,17.142,145.842,553484.0,31500.0,384812.0,22.408,2.3273333333333333,57.44233333333333,10.076124850357902,1.18871877806878,48.998914828119744
random,balanced,6400,50000,7461.0,42539.0,16.996,3.008,45.677,0.454,386.925,17.173,115.353,542448.0,32000.0,390912.0,16.535666666666668,2.9756666666666667,49.15966666666667,1.168565502371747,0.912929533607788,15.882995981027422
random,balanced,6500,50000,7475.0,42525.0,19.622,3.273,51.812,0.46,381.878,16.618,136.825,548940.0,32500.0,397012.0,16.581333333333333,2.5623333333333336,42.516666666666666,0.7346865544797545,1.435616360081388,24.12752455875516
random,balanced,6600,50000,7481.0,42519.0,16.896,3.41,53.663,0.511,383.005,21.764,112.322,559696.0,33000.0,403112.0,19.256,2.7289999999999996,49.688666666666656,4.614172623558855,1.5778634288175892,27.779547950485686
random,balanced,6700,50000,7510.0,42490.0,20.163,2.669,47.288,0.507,401.949,16.875,150.616,562732.0,33500.0,409212.0,17.001333333333335,2.5816666666666666,43.67466666666667,0.6635814443859432,1.5967922010497588,26.147920248718318
random,balanced,6800,50000,7417.0,42583.0,19.471,2.703,44.848,0.519,378.588,16.854,140.062,580136.0,34000.0,415312.0,20.058333333333334,2.4899999999999998,54.35566666666667,5.778451897639481,1.4621822731793734,44.15402376152522
