tree_type,workload,n,queries,paint_count,query_count,centroid_build_ms,centroid_run_ms,naive_bfs_run_ms,lca_build_ms,lca_run_ms,speedup_vs_naive,speedup_vs_lca,centroid_memory_bytes,naive_memory_bytes,lca_memory_bytes,speedup_vs_naive_mean,centroid_run_ms_mean,naive_bfs_run_ms_mean,speedup_vs_naive_std,centroid_run_ms_std,naive_bfs_run_ms_std
path,read_heavy,15200,50000,525.0,49475.0,33.529,3.398,276.101,0.844,563.273,81.259,158.642,1769048.0,76000.0,988512.0,79.96866666666666,3.377333333333333,268.94966666666664,9.251237340666028,0.18486842167696838,17.46870723131318
path,read_heavy,15300,50000,508.0,49492.0,40.582,4.616,308.995,0.642,550.428,62.022,128.62,1781548.0,76500.0,995012.0,70.365,4.378666666666667,298.133,21.92237995747724,0.7506859085751733,45.18892435099556
path,read_heavy,15400,50000,522.0,49478.0,40.145,4.085,280.554,0.655,566.296,69.913,129.816,1794048.0,77000.0,1001512.0,63.55866666666666,4.475666666666666,274.79366666666664,12.873017141809976,1.1365255533129621,14.527851194630715
path,read_heavy,15500,50000,496.0,49504.0,36.627,4.571,278.055,0.654,560.834,60.825,122.683,1806548.0,77500.0,1008012.0,59.788333333333334,4.9239999999999995,280.877,15.94130058474946,1.294126346227446,7.0726608854093955
path,read_heavy,15600,50000,490.0,49510.0,32.47,3.427,265.462,0.681,571.781,77.469,166.861,1819048.0,78000.0,1014512.0,75.39299999999999,3.5340000000000003,265.5106666666667,6.367102637778025,0.215446048931049,7.452119184053157
path,read_heavy,15700,50000,514.0,49486.0,37.273,3.535,277.532,0.648,591.899,78.512,165.047,376832.0,78500.0,1021012.0,75.52533333333334,3.5700000000000003,269.27933333333334,6.3560812875020165,0.07950471684120373,16.982164330065032
path,read_heavy,15800,50000,495.0,49505.0,45.142,3.918,293.667,0.728,589.488,66.037,150.449,1844048.0,79000.0,1027512.0,76.688,4.003,284.3353333333333,28.472054421836162,1.2886042837116443,22.430887239102532
path,read_heavy,15900,50000,510.0,49490.0,38.878,3.597,275.437,0.582,587.196,76.578,163.255,1856548.0,79500.0,1034012.0,74.95266666666667,3.731666666666667,278.473,6.887368534740494,0.27043914903973004,7.981495348617295
path,read_heavy,16000,50000,502.0,49498.0,34.93,4.135,296.148,0.659,552.266,70.211,133.549,1869048.0,80000.0,1040512.0,71.17833333333333,4.240666666666667,301.02333333333337,6.6727955411006965,0.27516237630412593,20.695271352010163
path,read_heavy,16100,50000,510.0,49490.0,33.044,3.569,290.292,0.674,602.656,74.737,170.637,1881548.0,80500.0,1047012.0,75.521,3.7273333333333336,281.2873333333333,6.317590759142285,0.3068425220423882,29.295974763324303
path,read_heavy,16200,50000,497.0,49503.0,36.722,4.157,287.033,0.66,577.813,66.771,139.014,1894048.0,81000.0,1053512.0,71.13933333333334,4.018666666666667,283.78133333333335,8.067496658402368,0.39986789485195373,7.5493723138638105
path,read_heavy,16300,50000,510.0,49490.0,35.324,3.535,271.779,0.729,607.316,76.88,171.796,1906548.0,81500.0,1060012.0,75.79733333333333,3.5303333333333335,266.76733333333334,7.658611253571585,0.1600510335278513,15.40936768116504
path,read_heavy,16400,50000,509.0,49491.0,40.343,5.14,287.759,0.71,597.575,62.103,116.253,1919184.0,82000.0,1132112.0,60.56966666666667,4.966666666666666,286.577,18.209482538867857,1.198438289330466,33.25675756895129
path,read_heavy,16500,50000,501.0,49499.0,35.438,3.84,309.26,0.702,610.821,79.024,143.744,1932484.0,82500.0,1139012.0,67.81366666666666,4.908666666666666,305.5586666666666,20.7347785696721,1.9831924599829773,12.58022759465555
path,read_heavy,16600,50000,491.0,49509.0,35.65,4.19,317.855,0.689,606.053,85.794,128.224,1945784.0,83000.0,1145912.0,77.86066666666666,4.1706666666666665,318.5886666666667,16.92794064064892,0.6042320194538958,40.5594769484683
path,read_heavy,16700,50000,473.0,49527.0,40.617,3.595,296.052,0.753,571.117,80.481,163.229,1959084.0,83500.0,1153324.0,81.27933333333333,3.6183333333333336,293.63100000000003,5.620187571009826,0.23785990274389118,18.924005574930472
path,read_heavy,16800,50000,500.0,49500.0,36.62,3.597,295.076,0.724,621.635,81.836,170.116,1972384.0,84000.0,1160224.0,82.16633333333333,3.639,298.7576666666667,3.902001067828317,0.10829127388668044,6.979360596310632
path,read_heavy,16900,50000,517.0,49483.0,36.619,3.667,299.223,0.756,655.941,81.41,178.463,1985684.0,84500.0,1167124.0,84.53566666666666,3.6286666666666663,306.48466666666667,5.892102030119078,0.07343250869562692,14.976812355549253
path,read_heavy,17000,50000,502.0,49498.0,43.41,5.141,308.382,1.031,611.832,59.979,118.999,1998984.0,85000.0,1174024.0,62.333,5.078333333333333,308.751,11.093917793097265,1.0633857876299333,12.426609634168143
path,read_heavy,17100,50000,516.0,49484.0,43.721,4.141,299.609,0.685,605.179,68.616,142.875,2012284.0,85500.0,1180924.0,67.083,4.731,309.50166666666667,10.176471736314117,1.217415294794673,31.49657316809771
path,read_heavy,17200,50000,505.0,49495.0,44.249,3.711,279.303,0.769,620.645,74.943,167.249,2025584.0,86000.0,1187824.0,68.68666666666667,4.252,282.0076666666667,15.017933357600615,1.0106586960987376,5.753385206409647
path,read_heavy,17300,50000,480.0,49520.0,38.693,3.688,304.939,0.759,595.437,91.807,152.268,2038884.0,86500.0,1194724.0,85.66333333333334,3.651,309.4363333333333,10.883657948196156,0.5404507378105795,27.13398449054863
path,read_heavy,17400,50000,512.0,49488.0,39.43,3.658,277.034,0.839,610.839,77.731,164.873,2052184.0,87000.0,1201624.0,74.72633333333333,3.8699999999999997,285.139,15.039813341040286,0.4510565374761791,33.6086421177649
path,read_heavy,17500,50000,518.0,49482.0,39.175,3.724,300.303,0.718,642.647,76.323,171.509,2065484.0,87500.0,1208524.0,75.35333333333334,4.330333333333333,322.1596666666667,6.248188724209062,1.0666969266541149,52.420710261625885
path,read_heavy,17600,50000,502.0,49498.0,39.754,3.985,294.676,0.752,648.274,73.674,160.28,2078784.0,88000.0,1215424.0,76.69866666666667,3.9819999999999998,304.2146666666667,8.492086924504092,0.2215152364962737,17.476567807591195
path,read_heavy,17700,50000,530.0,49470.0,39.075,3.791,349.887,0.777,673.697,88.07,168.302,2092084.0,88500.0,1222324.0,86.01799999999999,3.8343333333333334,330.1716666666667,7.522906884974717,0.15171464442608482,36.46700570835687
path,read_heavy,17800,50000,497.0,49503.0,38.995,3.74,332.6,0.804,631.093,88.928,160.498,2105384.0,89000.0,1229224.0,86.125,3.768666666666667,323.556,10.118009339786163,0.15105407420302633,25.73769105805727
path,read_heavy,17900,50000,516.0,49484.0,37.951,4.025,306.178,0.655,635.723,73.995,157.936,2118684.0,89500.0,1236124.0,69.558,4.637333333333333,308.6653333333333,17.670356051874,1.2832015949699147,30.645799391324932
path,read_heavy,18000,50000,489.0,49511.0,39.238,3.929,307.089,0.61,609.193,78.163,162.803,2131984.0,90000.0,1243024.0,73.38866666666667,4.376,309.29766666666666,19.296674488971753,0.9408310156452113,25.87679061115065
path,read_heavy,18100,50000,518.0,49482.0,40.547,4.06,315.691,0.76,666.084,75.371,168.493,2145284.0,90500.0,1249924.0,78.128,4.010666666666666,312.433,7.390792717970115,0.2074471820327604,16.626158546098388
path,read_heavy,18200,50000,511.0,49489.0,43.246,3.849,341.189,0.991,654.761,89.816,170.094,2158584.0,91000.0,1256824.0,77.48066666666666,4.565666666666666,333.348,22.786321891286743,1.3447889549417533,17.668502851119005
path,read_heavy,18300,50000,519.0,49481.0,38.809,3.937,295.268,0.827,625.071,75.228,159.623,2171884.0,91500.0,1263724.0,75.791,4.092333333333333,309.88933333333335,1.1835915680672973,0.5400234562806815,38.00920658647498
path,read_heavy,18400,50000,500.0,49500.0,41.259,3.858,320.685,0.761,629.144,83.126,163.083,2185184.0,92000.0,1270624.0,83.73633333333333,3.7196666666666665,312.3586666666667,5.168597714403139,0.2958417369698423,42.156774429898356
path,read_heavy,18500,50000,487.0,49513.0,44.344,3.861,328.68,1.031,575.428,83.244,148.458,2198484.0,92500.0,1277524.0,84.62733333333334,3.938,332.99066666666664,2.6546881800568105,0.23803151051909074,15.330477694231627
path,read_heavy,18600,50000,484.0,49516.0,39.72,3.753,315.979,1.122,639.847,90.151,169.621,2211784.0,93000.0,1284424.0,87.36133333333333,3.645666666666667,317.7923333333333,7.823848307152519,0.22873856984193414,24.014401977424583
path,read_heavy,18700,50000,496.0,49504.0,40.955,3.749,313.242,0.785,665.118,83.692,177.417,2225084.0,93500.0,1291324.0,85.74833333333333,3.7516666666666665,321.67066666666665,5.255421993839639,0.010263202878893813,19.395019395023372
path,read_heavy,18800,50000,501.0,49499.0,44.188,3.888,352.377,0.821,665.758,90.27,167.784,3178496.0,94000.0,1298224.0,92.60766666666666,3.8403333333333336,354.529,6.6768196271378555,0.30035035097920776,15.89364602600671
path,read_heavy,18900,50000,497.0,49503.0,49.573,4.078,368.97,0.825,659.845,82.749,165.186,274432.0,94500.0,1305124.0,82.671,4.538666666666667,363.8983333333333,18.018126622931696,1.0220769703566035,24.344985568558748
path,read_heavy,19000,50000,520.0,49480.0,41.417,3.739,322.373,1.034,690.732,89.675,181.714,2264984.0,95000.0,1312024.0,89.757,3.6893333333333334,331.048,4.990505285038777,0.14311650265896445,20.457896543877617
path,read_heavy,19100,50000,526.0,49474.0,45.475,4.382,324.069,0.804,647.332,63.727,137.097,2278284.0,95500.0,1318924.0,65.50266666666667,5.013,313.974,16.116033951730603,1.5005422353269504,30.953767315142766
path,read_heavy,19200,50000,530.0,49470.0,43.658,4.412,318.889,0.82,651.614,75.483,141.024,274432.0,96000.0,1325824.0,68.18233333333333,5.021,328.9943333333333,16.405299275945364,1.2474738474212599,19.500097367278315
path,read_heavy,19300,50000,511.0,49489.0,41.639,4.199,321.623,0.874,702.504,75.453,161.265,2304884.0,96500.0,1332724.0,79.712,4.148,330.6453333333333,9.918788585306174,0.3086762057561288,47.76590709212308
path,read_heavy,19400,50000,528.0,49472.0,42.798,4.063,325.838,0.819,648.913,82.908,165.114,2318184.0,97000.0,1339624.0,88.914,4.065666666666666,362.55566666666664,14.776690698529224,0.1370194633376339,71.1720091491967
path,read_heavy,19500,50000,509.0,49491.0,41.402,3.982,338.318,0.825,624.857,84.951,150.928,2331484.0,97500.0,1346524.0,85.236,3.9883333333333333,339.313,6.496190499054042,0.14860125616337597,13.237575646620487
path,read_heavy,19600,50000,477.0,49523.0,41.741,3.836,329.692,0.871,638.534,87.537,166.454,2344784.0,98000.0,1353424.0,84.53233333333334,3.894666666666667,328.478,7.5289601761022285,0.16596786837618085,17.774121525408784
path,read_heavy,19700,50000,489.0,49511.0,42.623,3.894,356.965,0.84,656.739,89.143,169.167,2358084.0,98500.0,1360324.0,90.23833333333333,3.9266666666666663,354.267,10.357529258145174,0.06724086059334229,39.63892408983875
path,read_heavy,19800,50000,469.0,49531.0,43.97,4.063,342.58,0.833,658.255,80.348,162.939,2371384.0,99000.0,1367224.0,81.257,4.261333333333333,346.1686666666667,2.719912314763099,0.5206479936899148,42.03105937676724
path,read_heavy,19900,50000,483.0,49517.0,44.561,3.876,368.306,0.876,685.66,95.337,164.277,2384684.0,99500.0,1374124.0,94.40533333333333,3.971,375.63933333333335,8.138593510756841,0.17592327873252048,47.0089716685372
path,read_heavy,20000,50000,493.0,49507.0,42.271,4.529,356.164,0.868,675.146,75.545,150.246,2397984.0,100000.0,1381024.0,81.91733333333333,4.4159999999999995,353.97633333333334,16.14402014162933,0.739999324324016,10.869881615424044
path,read_heavy,20100,50000,516.0,49484.0,47.251,3.862,352.03,0.859,687.262,92.467,178.76,2411284.0,100500.0,1387924.0,92.743,3.8543333333333334,357.49766666666665,2.62092197518354,0.044003787715756144,12.557470459186193
path,read_heavy,20200,50000,518.0,49482.0,45.23,3.996,378.079,0.878,647.802,84.009,162.108,2424584.0,101000.0,1394824.0,83.656,4.505,370.68666666666667,11.664506719103041,0.900733589914354,31.929879209501138
path,read_heavy,20300,50000,504.0,49496.0,49.18,3.869,351.728,0.864,668.826,90.898,178.717,2437884.0,101500.0,1401724.0,88.52133333333332,3.7543333333333333,333.70266666666663,6.679051155166674,0.3036944736628133,51.01504783231446
path,read_heavy,20400,50000,469.0,49531.0,45.467,4.025,357.755,0.909,664.687,85.675,165.14,2451184.0,102000.0,1408624.0,85.97500000000001,4.137666666666667,355.394,2.7702101003353494,0.23792715972190584,13.639627964134506
path,read_heavy,20500,50000,507.0,49493.0,44.889,4.245,333.441,1.312,685.907,78.545,151.005,495616.0,102500.0,1415524.0,69.371,5.133,337.9046666666666,16.34398348016786,1.669650262779604,16.782762952903
path,read_heavy,20600,50000,468.0,49532.0,46.453,4.479,373.472,0.889,669.589,91.605,148.748,3121152.0,103000.0,1422424.0,86.346,4.609,390.35699999999997,16.668773230205034,0.8514757776942334,50.134434164554015
path,read_heavy,20700,50000,498.0,49502.0,43.916,4.399,411.697,0.886,680.649,83.151,165.42,2491084.0,103500.0,1429324.0,84.80733333333333,5.030333333333334,402.91066666666666,25.09353176285342,1.5496568437345521,33.62673059239233
path,read_heavy,20800,50000,518.0,49482.0,43.819,4.039,353.451,0.893,685.329,86.51,168.005,2504384.0,104000.0,1436224.0,76.333,4.909,351.897,21.15488333695083,1.634954433615812,14.365179810917809
path,read_heavy,20900,50000,502.0,49498.0,46.362,4.126,353.158,1.042,669.206,81.593,162.196,2517684.0,104500.0,1443124.0,77.69566666666667,4.456333333333333,340.98499999999996,10.410331855101127,0.8069140805149788,22.06043310998223
path,read_heavy,21000,50000,509.0,49491.0,50.302,7.568,365.089,0.974,679.165,50.668,89.74,1331200.0,105000.0,1450024.0,51.22566666666666,8.484,365.95733333333334,23.96636656511231,4.385346166495868,17.0860566642316
path,read_heavy,21100,50000,491.0,49509.0,46.199,4.406,351.433,0.938,700.547,79.77,159.013,1331200.0,105500.0,1456924.0,78.347,4.525333333333333,351.0126666666667,7.802436606599255,0.6789118744972233,16.751455648191687
path,read_heavy,21200,50000,506.0,49494.0,50.224,4.138,353.288,0.924,663.03,80.756,154.257,524288.0,106000.0,1463824.0,72.443,5.318333333333333,352.71066666666667,22.355436408175972,2.2092107942279595,18.276840135355283
path,read_heavy,21300,50000,495.0,49505.0,48.004,4.122,358.633,0.943,717.852,83.862,171.703,2570884.0,106500.0,1470724.0,78.04,4.769666666666667,357.25666666666666,17.346912318911397,1.3096855856782321,10.920741748312375
path,read_heavy,21400,50000,492.0,49508.0,44.962,4.389,345.707,0.883,704.425,77.645,158.212,2584184.0,107000.0,1477624.0,81.30366666666667,4.297666666666667,348.2236666666667,8.88328668530592,0.21507285587291955,21.14860525740013
path,read_heavy,21500,50000,499.0,49501.0,45.931,4.411,359.043,1.087,719.995,81.394,156.189,2597484.0,107500.0,1484524.0,77.282,4.977333333333333,376.29766666666666,10.512530095081784,1.1966295723127247,33.610472732964226
path,read_heavy,21600,50000,518.0,49482.0,46.385,4.163,373.466,0.868,696.296,85.002,166.901,2610784.0,108000.0,1491424.0,87.36866666666667,4.325,374.588,11.798389480489842,0.46945393810255753,21.30916544588265
path,read_heavy,21700,50000,498.0,49502.0,46.932,4.229,371.221,0.887,705.337,93.064,171.565,2624084.0,108500.0,1498324.0,83.11733333333333,4.697666666666667,376.94733333333335,18.283387605510452,1.1294478001808375,19.529628269205055
path,read_heavy,21800,50000,486.0,49514.0,47.88,3.999,350.022,0.983,696.331,88.966,174.113,2637384.0,109000.0,1505224.0,92.07566666666666,3.925666666666667,361.87966666666665,6.67671403710937,0.17214335111567153,37.461472159184204
path,read_heavy,21900,50000,495.0,49505.0,48.797,4.1,396.274,0.934,708.463,92.546,162.114,1351680.0,109500.0,1512124.0,93.91666666666667,4.385333333333333,406.26099999999997,16.30825773445261,0.5856810850055968,32.978840595145265
path,read_heavy,22000,50000,481.0,49519.0,48.72,4.27,354.418,0.883,724.012,82.845,169.237,2663984.0,110000.0,1519024.0,83.54733333333333,4.217333333333333,352.1746666666666,2.8609044607140213,0.09823102021934416,5.1541715467505895
path,read_heavy,22100,50000,511.0,49489.0,48.63,4.095,356.566,0.937,704.187,100.746,171.975,1355776.0,110500.0,1525924.0,91.16533333333332,4.264,378.362,19.72039503492091,0.8708863301258093,42.14000697674361
path,read_heavy,22200,50000,505.0,49495.0,53.451,4.233,374.397,1.023,695.748,92.46,171.819,2690584.0,111000.0,1532824.0,89.65433333333333,4.232666666666667,378.89333333333326,6.018751227068064,0.1835002270661631,16.22082064302955
path,read_heavy,22300,50000,497.0,49503.0,49.103,4.084,358.079,1.02,731.092,87.67,174.99,1097728.0,111500.0,1539724.0,89.099,4.108333333333333,366.195,3.384845786738295,0.061239965164371156,19.455024363901476
path,read_heavy,22400,50000,521.0,49479.0,50.604,4.321,380.904,1.052,717.119,88.146,170.351,1372160.0,112000.0,1546624.0,91.56599999999999,4.276,392.32099999999997,7.032153581940604,0.20327075539781914,46.82724771967704
path,read_heavy,22500,50000,494.0,49506.0,50.56,4.062,405.095,1.018,720.639,110.987,177.414,2730484.0,112500.0,1553524.0,100.91033333333333,4.1610000000000005,410.92900000000003,20.68403774250408,0.68191128455247,37.31760098130636
path,read_heavy,22600,50000,507.0,49493.0,49.83,4.733,400.567,1.04,692.36,77.227,152.958,2743784.0,113000.0,1560424.0,79.86866666666667,4.845,384.501,11.843556152327448,0.5929865091214133,49.18593900699669
path,read_heavy,22700,50000,496.0,49504.0,49.602,4.413,388.875,1.427,713.358,85.485,161.664,2757084.0,113500.0,1567324.0,87.44599999999998,4.419333333333333,385.1213333333333,6.511852501400811,0.3165475214455698,6.852632073395847
path,read_heavy,22800,50000,525.0,49475.0,50.834,4.63,373.388,1.076,714.699,82.495,153.218,2770384.0,114000.0,1574224.0,82.67366666666668,4.4736666666666665,369.9046666666666,2.1306258079102816,0.3015963085538901,27.9691588063233
path,read_heavy,22900,50000,493.0,49507.0,51.249,4.092,424.366,0.958,710.933,102.781,173.758,2783684.0,114500.0,1581124.0,100.88066666666667,4.1066666666666665,414.3233333333333,4.130518409756013,0.02627419519858453,18.09779009529434
path,read_heavy,23000,50000,485.0,49515.0,51.973,4.495,429.301,1.002,796.93,102.483,173.178,1372160.0,115000.0,1588024.0,102.47433333333333,4.428666666666667,453.13599999999997,19.12000147315197,0.21434162762593115,84.06706228363163
path,read_heavy,23100,50000,504.0,49496.0,66.474,6.407,411.223,0.967,744.999,64.184,111.368,557056.0,115500.0,1594924.0,70.887,5.849333333333334,404.51066666666674,12.50988804905943,1.218312904525489,22.11130449189582
path,read_heavy,23200,50000,488.0,49512.0,59.425,4.134,438.657,1.026,733.997,100.758,177.551,2823584.0,116000.0,1601824.0,101.53866666666666,4.289000000000001,435.44800000000004,4.235308882871862,0.31006289684514005,34.43981006045183
path,read_heavy,23300,50000,467.0,49533.0,68.398,4.83,392.209,1.044,763.81,81.208,159.686,2836884.0,116500.0,1608724.0,79.18733333333334,4.994,396.5806666666667,5.953017750127526,0.3647848681072174,55.28628305767475
path,read_heavy,23400,50000,480.0,49520.0,51.056,4.349,453.519,1.014,744.605,90.414,171.213,1372160.0,117000.0,1615624.0,94.41833333333334,4.5473333333333334,428.7953333333333,16.26743238293411,0.40747065334000826,75.13585821918409
path,read_heavy,23500,50000,517.0,49483.0,49.918,4.109,421.089,1.01,747.329,98.664,174.944,2863484.0,117500.0,1622524.0,86.985,5.3020000000000005,421.757,27.095071747459905,2.194873344865257,16.72001100478108
path,read_heavy,23600,50000,503.0,49497.0,52.097,4.273,398.39,0.968,745.232,92.473,175.13,2876784.0,118000.0,1629424.0,85.786,4.8486666666666665,404.47566666666665,17.24023952849844,1.0127123645603096,13.472167840898264
path,read_heavy,23700,50000,501.0,49499.0,55.677,4.701,431.069,0.991,748.472,91.703,159.369,2890084.0,118500.0,1636324.0,88.928,4.939666666666667,430.6933333333333,13.467654621351112,0.9565967454122629,14.71309737388199
path,read_heavy,23800,50000,496.0,49504.0,52.967,4.407,436.629,0.987,757.527,93.484,174.76,2903384.0,119000.0,1643224.0,87.954,5.113666666666667,429.51966666666664,21.068530181291717,1.469499688102496,15.320568081286462
path,read_heavy,23900,50000,517.0,49483.0,52.559,4.436,474.806,1.245,755.813,93.745,170.386,2916684.0,119500.0,1650124.0,93.41766666666668,4.967333333333333,456.195,14.258818195535465,0.9376701623349935,34.97822012338533
path,read_heavy,24000,50000,515.0,49485.0,54.125,5.09,442.047,1.076,802.759,76.413,160.718,2929984.0,120000.0,1657024.0,79.81566666666667,5.283333333333333,419.92766666666665,9.787159666283845,0.5405824019826521,45.69685792626593
path,read_heavy,24100,50000,490.0,49510.0,65.118,5.166,463.067,1.062,741.235,86.719,143.22,2943284.0,120500.0,1663924.0,93.45666666666666,4.9959999999999996,461.96433333333334,12.363098896851605,0.6294592917735031,17.529030615904944
path,read_heavy,24200,50000,525.0,49475.0,53.643,4.417,376.702,1.053,749.685,84.922,170.723,2956584.0,121000.0,1670824.0,85.676,4.564,385.59799999999996,10.932518282628203,0.7631926362328186,16.84590374542133
path,read_heavy,24300,50000,507.0,49493.0,53.213,4.309,397.303,1.034,729.528,86.033,169.299,2969884.0,121500.0,1677724.0,83.272,4.851333333333334,393.9573333333333,16.15246083418871,1.0191733578412134,29.57278215409118
path,read_heavy,24400,50000,505.0,49495.0,53.86,4.216,445.476,1.46,786.343,107.271,183.607,2983184.0,122000.0,1684624.0,104.75600000000001,4.172,436.2583333333334,8.351516329385943,0.16155803910669367,22.096820004999227
path,read_heavy,24500,50000,487.0,49513.0,58.406,4.348,416.432,1.068,774.397,95.786,170.291,2996484.0,122500.0,1691524.0,97.40733333333333,4.403333333333333,427.3426666666667,10.838337064943742,0.22809062526402368,27.36507097256161
path,read_heavy,24600,50000,511.0,49489.0,58.732,5.126,422.953,1.461,736.545,98.976,145.579,3009784.0,123000.0,1698424.0,84.62733333333334,5.704000000000001,448.62533333333334,27.3775309575815,1.9068725704671512,50.97184595767878
path,read_heavy,24700,50000,496.0,49504.0,53.532,4.21,387.615,1.167,772.215,92.713,184.705,3023084.0,123500.0,1705324.0,92.12233333333332,4.385666666666666,401.69166666666666,12.192735104697931,0.32969733595122225,31.573407059317088
path,read_heavy,24800,50000,497.0,49503.0,60.711,4.136,418.813,1.084,793.377,101.528,191.841,3036384.0,124000.0,1712224.0,95.14833333333333,4.836333333333333,437.7296666666667,29.169515462779522,1.2225515667379165,54.10575352338543
path,read_heavy,24900,50000,504.0,49496.0,66.811,5.273,430.874,1.091,793.395,81.716,153.065,3049684.0,124500.0,1719124.0,83.978,5.198666666666667,425.731,19.848903924398446,0.8180368777343314,32.816162069931366
path,read_heavy,25000,50000,521.0,49479.0,53.814,4.351,409.148,1.042,759.092,94.479,177.817,3062984.0,125000.0,1726024.0,93.51666666666667,4.4206666666666665,413.413,3.5341695394156405,0.22282354752883132,25.91012039725019
path,read_heavy,25100,50000,520.0,49480.0,56.804,4.365,411.62,1.137,771.88,91.284,180.74,3076284.0,125500.0,1732924.0,94.621,4.384333333333333,414.5363333333333,8.254891459007803,0.25455123911176203,38.143207656584565
path,read_heavy,25200,50000,498.0,49502.0,55.896,4.474,429.559,1.04,789.492,98.135,177.473,606208.0,126000.0,1739824.0,99.577,4.410333333333333,438.2253333333333,5.421780058246547,0.3143729208016067,19.004292681742523
path,read_heavy,25300,50000,505.0,49495.0,56.987,5.6,441.106,1.398,785.256,73.899,148.759,3102884.0,126500.0,1746724.0,85.331,5.396999999999999,436.5126666666667,25.634039732355884,1.4601222551553685,20.795022345103003
path,read_heavy,25400,50000,515.0,49485.0,66.532,6.36,445.37,1.396,772.902,69.156,121.315,548864.0,127000.0,1753624.0,83.46533333333333,5.982666666666667,469.3016666666667,31.43197036988507,1.4571154152411314,46.354776823250205
path,read_heavy,25500,50000,495.0,49505.0,53.521,4.67,455.435,1.111,781.012,104.038,179.363,3129484.0,127500.0,1760524.0,101.82366666666667,4.5553333333333335,463.61133333333333,3.8544060934641204,0.20470059436487548,19.53872130753019
path,read_heavy,25600,50000,523.0,49477.0,56.249,4.274,473.038,1.568,791.227,111.705,183.832,3142784.0,128000.0,1767424.0,106.42033333333332,4.276,455.09200000000004,11.180616142831008,0.04203569911396722,48.72511248832574
path,read_heavy,25700,50000,498.0,49502.0,57.502,4.842,440.624,1.098,823.014,91.0,169.974,1167360.0,128500.0,1774324.0,93.07633333333332,4.751666666666666,442.72066666666666,3.863463515206702,0.246256641196402,38.133254625501515
path,read_heavy,25800,50000,517.0,49483.0,56.21,5.083,440.997,1.131,795.164,86.754,156.427,626688.0,129000.0,1781224.0,90.67666666666666,5.202000000000001,466.7853333333333,8.238052581364933,1.0396206038743174,60.61761760687509
path,read_heavy,25900,50000,485.0,49515.0,57.608,4.745,438.1,1.001,773.647,98.603,171.837,3182684.0,129500.0,1788124.0,94.07433333333331,4.774333333333334,447.24966666666666,8.176056037805353,0.3878328677837059,17.916026131185813
path,read_heavy,26000,50000,523.0,49477.0,58.304,4.429,392.955,1.108,803.79,88.715,183.725,3195984.0,130000.0,1795024.0,94.19200000000001,4.392666666666667,413.0276666666667,11.214019306207739,0.10055015332327105,39.2342183474239
path,read_heavy,26100,50000,493.0,49507.0,57.987,4.471,487.928,1.29,771.489,96.338,172.562,1646592.0,130500.0,1801924.0,104.26799999999999,4.625666666666667,479.59233333333333,14.274588295288938,0.4170927155121908,45.29545094524757
path,read_heavy,26200,50000,496.0,49504.0,67.252,5.259,421.844,1.059,842.937,80.208,161.08,565248.0,131000.0,1808824.0,82.98966666666666,5.645333333333333,440.98499999999996,28.37893064111707,1.5256383363475545,42.807323754236286
path,read_heavy,26300,50000,487.0,49513.0,58.448,4.396,444.353,1.113,825.741,101.084,191.627,3235884.0,131500.0,1815724.0,103.87033333333333,4.591333333333334,479.1233333333334,8.07640367572928,0.4159523209856308,81.86838724644169
path,read_heavy,26400,50000,511.0,49489.0,61.242,5.296,417.954,1.665,816.779,78.917,147.212,1183744.0,132000.0,1822624.0,73.93966666666667,5.782,418.3376666666666,11.132388842172794,1.2396382536853239,21.489068903359545
path,read_heavy,26500,50000,516.0,49484.0,58.53,5.026,484.496,1.23,808.185,103.786,167.24,3262484.0,132500.0,1829524.0,97.26133333333333,4.891,472.782,15.393577145463402,0.36948477641169475,55.587526145710015
path,read_heavy,26600,50000,490.0,49510.0,59.217,4.323,452.854,1.166,888.407,104.755,193.785,548864.0,133000.0,1836424.0,103.47466666666666,4.400666666666667,455.82099999999997,5.72686496552288,0.16029452059672358,39.982151230267746
path,read_heavy,26700,50000,505.0,49495.0,59.084,5.356,475.197,1.179,781.932,88.688,150.652,1097728.0,133500.0,1843324.0,89.93033333333334,5.338333333333334,479.6456666666666,4.083773296025791,0.15824137680560513,7.8791563846222274
path,read_heavy,26800,50000,485.0,49515.0,62.981,7.202,476.916,1.142,811.72,63.476,113.339,1097728.0,134000.0,1850224.0,66.848,8.825000000000001,503.326,28.55968991428304,4.921480366718941,63.632542578463706
path,read_heavy,26900,50000,489.0,49511.0,59.461,4.723,494.612,1.056,815.322,110.301,176.358,3315684.0,134500.0,1857124.0,105.74300000000001,4.717,497.53400000000005,10.566963944293555,0.23005868816456332,36.0479298157328
path,read_heavy,27000,50000,523.0,49477.0,59.13,4.385,463.937,1.14,817.624,105.471,186.463,1183744.0,135000.0,1864024.0,105.39533333333334,4.364333333333334,460.09066666666666,4.823945100572072,0.04842864166310394,25.187731782225512
path,read_heavy,27100,50000,488.0,49512.0,58.648,4.509,471.335,1.36,838.958,104.725,181.931,3342284.0,135500.0,1870924.0,109.224,4.540333333333334,495.64799999999997,11.563667541052887,0.0613297100379036,48.74286652424127
path,read_heavy,27200,50000,487.0,49513.0,59.96,4.386,466.246,1.306,869.241,111.186,192.615,2195456.0,136000.0,1877824.0,101.387,4.7843333333333335,474.7146666666667,18.23277836754454,0.8624919323294179,16.727519013091392
